stabbr,agebrk,popgroup,year,cpspop,cpspop_state,cpspit_pc,cpspit_level,wcpop,wcpop_state,wcpit_pc_share,wcpit_level
AK,"(59,64]",pop60_64,2010,43495.175,714741.33,0,0,35938,710231,0,0
AZ,"(59,64]",pop60_64,2010,432068.685,6946384.69,682.4668788004735,294872566.879375,350960,6392017,37.47151732916452,239518575.7838142
AR,"(59,64]",pop60_64,2010,175294.36,2939165.475,1890.6995842355682,331428973.57084,167031,2915918,108.30395170730151,315805442.2544512
CA,"(59,64]",pop60_64,2010,2235984.955,39251639.415,2444.318096951236,5465458490.017195,1832197,37253956,120.21467691323207,4478472284.279763
CO,"(59,64]",pop60_64,2010,325225.695,5523826.185,2025.6339944498081,658788223.660565,269280,5029196,108.45922927351496,545462722.0254444
CT,"(59,64]",pop60_64,2010,244237.43,3564204.13,3139.5734651695275,766801354.4291999,203295,3574097,178.57925725061156,638259587.601639
DE,"(59,64]",pop60_64,2010,63747.3,959135.245,1795.2490167002366,114442277.64229499,53113,897934,106.18938699726223,95351061.02399966
DC,"(59,64]",pop60_64,2010,29952.77,688986.71,3872.2297546540767,115984007.22830999,29703,601723,191.1458269045558,115016840.40249003
FL,"(59,64]",pop60_64,2010,1351866.775,20741275.045,0,0,1135250,18801310,0,0
GA,"(59,64]",pop60_64,2010,639401.845,10273789.4,1743.390536129967,1114727125.35704,496006,9687653,89.26126547510324,864732166.2636803
HI,"(59,64]",pop60_64,2010,95979.9,1399406.85,2242.860200459055,215269497.75404003,82222,1360301,135.56738648442104,184412451.4021444
ID,"(59,64]",pop60_64,2010,107739.97,1706016.625,1656.9093042035838,178515358.727615,83316,1567582,88.0636901859206,138047055.5890258
IL,"(59,64]",pop60_64,2010,730887.63,12615713.62,2103.9238050340996,1537731883.5619552,665429,12830632,109.1148053860508,1400011913.6600358
IN,"(59,64]",pop60_64,2010,394111.2,6526698.385,1765.6705844463058,695870552.840835,350628,6483802,95.48310477143492,619093545.6832393
IA,"(59,64]",pop60_64,2010,208408.875,3080441.835,2033.0601167823345,423707771.74597496,168357,3046355,112.35719477248169,342279902.0811235
KS,"(59,64]",pop60_64,2010,175749.365,2870419.86,1644.1474185502748,288957864.7766,148735,2853118,85.71053363305518,244542266.2980751
KY,"(59,64]",pop60_64,2010,292275.03,4398353.07,1634.5142745060532,477727708.616685,250966,4339367,94.5316469926803,410207509.41568613
LA,"(59,64]",pop60_64,2010,311804.775,4562088.08,817.1314279702899,254785481.04370496,242995,4533372,43.799373036150705,198558851.3396406
ME,"(59,64]",pop60_64,2010,98911.955,1320428.625,1959.8504899948643,193852643.47309998,89660,1328361,132.2834643089789,175720194.93293953
MD,"(59,64]",pop60_64,2010,366041.98,5956997.7,3184.9825686575073,1165837325.6968799,317779,5773552,175.30292888769583,1012120575.685414
MA,"(59,64]",pop60_64,2010,450214.965,6796065.885,2326.460595436704,1047407375.5484148,370547,6547629,131.66032990832014,862062994.2572843
MI,"(59,64]",pop60_64,2010,660858.44,9901979.94,1325.6682253629915,876079035.3709549,568811,9883640,76.29321474041431,754054668.9369485
MN,"(59,64]",pop60_64,2010,338624.15,5529119.945,2064.422081834225,699063172.702345,279775,5303925,108.89552321067328,577573687.9451703
MS,"(59,64]",pop60_64,2010,187918.12,2949483.545,967.0714444267535,181730247.74236,160756,2967297,52.3919705780268,155462537.12026718
MO,"(59,64]",pop60_64,2010,393176.02,5940267.25,1790.2963656769937,703901599.677345,333293,5988927,99.63274666823995,596693246.6055822
MT,"(59,64]",pop60_64,2010,69057.475,1037927.985,1740.1673972442518,120171566.53101,62943,989415,110.70314932030031,109531356.48474494
NE,"(59,64]",pop60_64,2010,101981.265,1876891.03,1933.404965075987,197171084.09572998,95490,1826341,101.08782539246833,184620840.11510602
NV,"(59,64]",pop60_64,2010,164266.64,2965758.475,0,0,150924,2700551,0,0
NH,"(59,64]",pop60_64,2010,104074.335,1326922.185,196.97023994863858,20499546.737444997,81954,1316470,12.261957389648625,16142499.044750726
NJ,"(59,64]",pop60_64,2010,534104.05,8937419.165,1904.5672049420236,1017237057.6567149,480542,8791894,104.09867700830446,915224533.7972499
NM,"(59,64]",pop60_64,2010,132340.425,2044839.84,1143.0684497230911,151274164.440445,120137,2059179,66.68910975897822,137324814.344383
NY,"(59,64]",pop60_64,2010,1144138.915,19619362.82,2617.9630159620738,2995313364.5929747,1066260,19378102,144.05070452202804,2791429245.3997207
NC,"(59,64]",pop60_64,2010,679929.435,10188697.97,1755.6810933251033,1193739253.82472,538039,9535483,99.06419001235126,944624899.7715453
ND,"(59,64]",pop60_64,2010,44104.515,746065.9450000001,504.4108064227665,22246793.978035,35873,672591,26.90301960449055,18094728.8588039
OH,"(59,64]",pop60_64,2010,699512.585,11500300.835,1453.8509087403625,1016987007.37757,665409,11536504,83.85603466474903,967405479.3340158
OK,"(59,64]",pop60_64,2010,241057.35,3874311.235,1369.9171458990772,330228596.90999496,204513,3751351,74.68399124988784,280165865.259258
OR,"(59,64]",pop60_64,2010,294742.82,4171007.58,2541.8371444779723,749188247.944185,236143,3831074,156.67592137569304,600237048.8084618
PA,"(59,64]",pop60_64,2010,855358.255,12578427.3,1275.7963585375521,1091262946.974035,743296,12702379,74.65486033092922,948294330.1155283
RI,"(59,64]",pop60_64,2010,74020.9,1050492.72,1968.9804996690798,145745708.66795498,59955,1052567,112.15459524919524,118050225.85765968
SC,"(59,64]",pop60_64,2010,321103.88,4939724.51,1608.9078837661662,516626564.03990495,280555,4625364,97.58954134853316,451387151.33001673
SD,"(59,64]",pop60_64,2010,54729.32,863327.735,0,0,43573,814180,0,0
TN,"(59,64]",pop60_64,2010,426657.07,6690624.365,139.78817143437936,59641611.64485,370724,6346105,8.166084561607294,51822830.06683885
TX,"(59,64]",pop60_64,2010,1443981.99,27889064.725,0,0,1174767,25145561,0,0
UT,"(59,64]",pop60_64,2010,135394.015,3105260.32,2234.8913896538184,302590918.33416,107119,2763885,86.61696516617998,239399330.76832736
VT,"(59,64]",pop60_64,2010,44111.27,618017.615,2070.767181187257,91344170.23649001,41234,625741,136.45584027429138,85386013.94907536
VA,"(59,64]",pop60_64,2010,556786.405,8218287.79,2312.3336915108316,1287475963.256695,442369,8001024,127.8467284662507,1022904742.779955
WA,"(59,64]",pop60_64,2010,465105.62,7367703.84,0,0,382087,6724540,0,0
WV,"(59,64]",pop60_64,2010,125892.165,1806146.25,1160.7369712811756,146127690.31013,125457,1852994,78.58772246754303,145622578.20602244
WI,"(59,64]",pop60_64,2010,354828.81,5797453.655,1715.9889908141618,608882331.5836899,313825,5686986,94.69343603839614,538520245.0422543
WY,"(59,64]",pop60_64,2010,38332.065,566710.98,0,0,32567,563626,0,0
AL,"(64,69]",pop65_69,2010,235563.175,4826664.225,888.9650666819208,209407433.57167998,209637,4779736,38.98959475669741,186359969.68399784
AK,"(64,69]",pop65_69,2010,37448.565,714741.33,0,0,22202,710231,0,0
AZ,"(64,69]",pop65_69,2010,385095.28,6946384.69,770.4305838935106,296689181.425035,282866,6392017,34.09387327092869,217928617.54362178
AR,"(64,69]",pop65_69,2010,144450,2939165.475,1059.6443087006576,153065620.39181,133367,2915918,48.46555442179122,141321582.5184806
CA,"(64,69]",pop65_69,2010,1860119.145,39251639.415,2020.675959025673,3758698037.2248898,1303558,37253956,70.70573422579841,2634068311.795588
CO,"(64,69]",pop65_69,2010,274335.775,5523826.185,1015.0269755806729,278458211.99183,182492,5029196,36.831792363564304,185234302.82766816
CT,"(64,69]",pop65_69,2010,183710.435,3564204.13,2529.221814374943,464644439.73031,149281,3574097,105.63920388050627,377564761.67170584
DE,"(64,69]",pop65_69,2010,48202.31,959135.245,1614.8814664001582,77841017.056675,41809,897934,75.19102654396004,67516579.22872421
DC,"(64,69]",pop65_69,2010,27302.71,688986.71,4316.714402433678,117858001.48246999,21488,601723,154.1532550351156,92757559.07949486
FL,"(64,69]",pop65_69,2010,1286808.46,20741275.045,0,0,959233,18801310,0,0
GA,"(64,69]",pop65_69,2010,446175.345,10273789.4,673.8652005883807,300662038.35601497,356007,9687653,24.763555059813523,239900728.46586767
HI,"(64,69]",pop65_69,2010,66112.28,1399406.85,1968.869298057562,130166438.31658499,59170,1360301,85.64133700266775,116497996.36606595
ID,"(64,69]",pop65_69,2010,83169.65,1706016.625,998.5765393476468,83051261.275755,63428,1567582,40.40472060647707,63337712.737742536
IL,"(64,69]",pop65_69,2010,609997.355,12615713.62,1405.958666986228,857631068.100925,485060,12830632,53.152043563274184,681974311.0083398
IN,"(64,69]",pop65_69,2010,335498.485,6526698.385,1323.9721304472955,444190643.94729,259057,6483802,52.898630802927826,342984248.19728506
IA,"(64,69]",pop65_69,2010,157966.155,3080441.835,991.1838904668535,156573508.07499,124365,3046355,40.46428749699567,123268584.53791024
KS,"(64,69]",pop65_69,2010,158348.02,2870419.86,990.5111564289215,156845480.40842998,107755,2853118,37.4090835573567,106732529.66099843
KY,"(64,69]",pop65_69,2010,285156.62,4398353.07,686.0680562963258,195636848.02343,185664,4339367,29.35408311954279,127378139.60420103
LA,"(64,69]",pop65_69,2010,213854.85,4562088.08,848.5793525552962,181472810.15381,178365,4533372,33.38725703924703,151356856.2185254
ME,"(64,69]",pop65_69,2010,95927.715,1320428.625,1212.8924540224898,116350001.65512,65014,1328361,59.36262055707609,78854990.00581816
MD,"(64,69]",pop65_69,2010,355108.055,5956997.7,2854.3395039473407,1013598949.556405,226596,5773552,112.02495694789822,646781914.2364516
MA,"(64,69]",pop65_69,2010,346491.44,6796065.885,1531.9989105238787,530824508.5858499,264459,6547629,61.87749792760623,405150899.87823445
MI,"(64,69]",pop65_69,2010,589403.85,9901979.94,802.2704129693503,472861270.145225,418625,9883640,33.980441581167895,335850451.6292943
MN,"(64,69]",pop65_69,2010,327240.29,5529119.945,1735.8127805048855,568027877.678125,202570,5303925,66.29497870857425,351623594.9468747
MS,"(64,69]",pop65_69,2010,160386.775,2949483.545,466.34597218972704,74795726.51375,120523,2967297,18.94162114753679,56205415.60622247
MO,"(64,69]",pop65_69,2010,336191.87,5940267.25,994.4461264609552,334324702.869165,257053,5988927,42.68299816397293,255625360.14516792
MT,"(64,69]",pop65_69,2010,73386.75,1037927.985,1452.7991816500253,106616210.343955,46556,989415,68.36011047022592,67636518.70089857
NE,"(64,69]",pop65_69,2010,108746.275,1876891.03,1441.02053081855,156705614.92504,68834,1826341,54.311438673481064,99191207.21836407
NV,"(64,69]",pop65_69,2010,159958.64,2965758.475,0,0,115501,2700551,0,0
NH,"(64,69]",pop65_69,2010,76099.475,1326922.185,131.49700223464092,10006852.834130002,57176,1316470,5.711085402453401,7518472.599767829
NJ,"(64,69]",pop65_69,2010,434795.24,8937419.165,1547.323713684285,672768985.44905,350972,8791894,61.76909076010253,543067298.4392009
NM,"(64,69]",pop65_69,2010,106185.785,2044839.84,878.6793350980548,93303254.960665,87890,2059179,37.50384340641005,77227126.76176804
NY,"(64,69]",pop65_69,2010,1100729.18,19619362.82,1605.2645141935684,1766961492.3913848,773211,19378102,64.0521027438148,1241208180.2841232
NC,"(64,69]",pop65_69,2010,517751.55,10188697.97,1150.5876119441168,595718519.494865,403024,9535483,48.63040726056202,463714421.7161657
ND,"(64,69]",pop65_69,2010,32394.355,746065.9450000001,367.54882127148386,11906506.9961,26028,672591,14.223444441055829,9566560.720054181
OH,"(64,69]",pop65_69,2010,668528.245,11500300.835,708.9244625957351,473936026.8166949,478864,11536504,29.42645396356159,339478403.8564441
OK,"(64,69]",pop65_69,2010,188143.345,3874311.235,1043.7606199650058,196376614.41948998,159392,3751351,44.34858074796579,166367092.73746222
OR,"(64,69]",pop65_69,2010,254618.665,4171007.58,1538.652447933599,391769632.191835,169847,3831074,68.21468400876046,261335502.32417798
PA,"(64,69]",pop65_69,2010,730686.29,12578427.3,930.1067426303222,679616245.076535,553002,12702379,40.4924848241462,514350888.8880534
RI,"(64,69]",pop65_69,2010,62250.175,1050492.72,1516.5187033471793,94403554.674135,42802,1052567,61.6683152147711,64910033.54066597
SC,"(64,69]",pop65_69,2010,311167.87,4939724.51,1308.4730556521952,407154773.679685,215561,4625364,60.98022995583544,282055760.34944284
SD,"(64,69]",pop65_69,2010,38680.885,863327.735,0,0,31944,814180,0,0
TN,"(64,69]",pop65_69,2010,398580.52999999997,6690624.365,33.77502848517212,13462068.754385,280538,6346105,1.4930699919357175,9475178.941173216
TX,"(64,69]",pop65_69,2010,1162495.99,27889064.725,0,0,853100,25145561,0,0
UT,"(64,69]",pop65_69,2010,125974.05,3105260.32,1923.7185048112685,242338611.11102,79480,2763885,55.31964852459477,152897146.7623996
VT,"(64,69]",pop65_69,2010,43695.225,618017.615,1432.650249168645,62599974.98373,29390,625741,67.28916728017897,42105590.82306647
VA,"(64,69]",pop65_69,2010,377782.885,8218287.79,1100.0944091799315,415596839.672365,320302,8001024,44.039667853658536,352362439.44915044
WA,"(64,69]",pop65_69,2010,396152.845,7367703.84,0,0,270474,6724540,0,0
WV,"(64,69]",pop65_69,2010,117937.185,1806146.25,933.0336432793439,110039361.39865999,91728,1852994,46.18758076428075,85585310.03072765
WI,"(64,69]",pop65_69,2010,308932.865,5797453.655,1657.9225102482217,512186751.03897494,227029,5686986,66.18558399460514,376396489.5791435
WY,"(64,69]",pop65_69,2010,33173.12,566710.98,0,0,22974,563626,0,0
AL,"(69,74]",pop70_74,2010,198497.265,4826664.225,790.034793054554,156819745.67617,160864,4779736,26.588949044450946,127088156.94992778
AK,"(69,74]",pop70_74,2010,22962.635000000002,714741.33,0,0,13148,710231,0,0
AZ,"(69,74]",pop70_74,2010,300212.72000000003,6946384.69,488.6339538485577,146694128.36923,215026,6392017,16.437535219358768,105069004.56023997
AR,"(69,74]",pop70_74,2010,146751.495,2939165.475,1407.1064516018048,206494975.39670998,101235,2915918,48.85199845397186,142448421.6279087
CA,"(69,74]",pop70_74,2010,1341154.155,39251639.415,997.9660091924258,1338426259.77719,971778,37253956,26.03217259613978,969801412.4809971
CO,"(69,74]",pop70_74,2010,220435.83,5523826.185,777.1963392803021,171321920.122215,127468,5029196,19.69850906096751,99067662.97538155
CT,"(69,74]",pop70_74,2010,151696.22,3564204.13,1293.1321316789567,196163256.33624,105663,3574097,38.229578108706505,136636220.4295936
DE,"(69,74]",pop70_74,2010,43647.715000000004,959135.245,729.8715751005521,31857226.49659,30644,897934,24.908494997829816,22366184.54738132
DC,"(69,74]",pop70_74,2010,26835.545000000002,688986.71,3064.2310720262994,82230310.82376,15481,601723,78.8358783460814,47437361.22603914
FL,"(69,74]",pop70_74,2010,1062178.035,20741275.045,0,0,768707,18801310,0,0
GA,"(69,74]",pop70_74,2010,408516.04,10273789.4,429.2789535339053,175367338.153015,250422,9687653,11.096691231804817,107500894.10186763
HI,"(69,74]",pop70_74,2010,73052.805,1399406.85,759.1516341148024,55458156.29242,41353,1360301,23.078125742427172,31393197.525549423
ID,"(69,74]",pop70_74,2010,76308.865,1706016.625,796.522293120334,60781712.13521,46106,1567582,23.427455052817727,36724456.84660612
IL,"(69,74]",pop70_74,2010,492335.64,12615713.62,1084.9736801151853,534171211.18266505,364475,12830632,30.82044454707938,395445782.0599822
IN,"(69,74]",pop70_74,2010,242816.925,6526698.385,1133.1553565556026,275149299.22611,193278,6483802,33.77863805902058,219014001.00435376
IA,"(69,74]",pop70_74,2010,112482.955,3080441.835,817.8475093345476,91993904.58934,100291,3046355,26.92488057323297,82022744.55867112
KS,"(69,74]",pop70_74,2010,114226.69,2870419.86,859.1521408559594,98138105.25639,82634,2853118,24.88336549960126,70995178.00749135
KY,"(69,74]",pop70_74,2010,163817.185,4398353.07,432.9695926616917,70927859.860435,139650,4339367,13.933876442164316,60464203.61520524
LA,"(69,74]",pop70_74,2010,170674.155,4562088.08,413.6056990906444,70591803.19548,133629,4533372,12.191745121243903,55269715.96378372
ME,"(69,74]",pop70_74,2010,70668.06,1320428.625,928.6612388537338,65626688.146989994,47637,1328361,33.303172432249454,44238635.435275316
MD,"(69,74]",pop70_74,2010,197824.175,5956997.7,2672.947846965165,528773702.64391,159761,5773552,73.96362256354523,427032820.9790017
MA,"(69,74]",pop70_74,2010,251840.88,6796065.885,1219.003719505467,306994969.44352996,192001,6547629,35.745753638266486,234049933.14876917
MI,"(69,74]",pop70_74,2010,456195.555,9901979.94,441.574740006465,201444433.59123,306084,9883640,13.675018790662024,135158962.72013882
MN,"(69,74]",pop70_74,2010,173943.375,5529119.945,1301.1032893580455,226318297.37454,151857,5303925,37.25196759231036,197581642.21204472
MS,"(69,74]",pop70_74,2010,126288.61,2949483.545,250.5504183996878,31641664.074614998,93946,2967297,7.932542514947803,23538209.60697707
MO,"(69,74]",pop70_74,2010,256174.56,5940267.25,584.5076758442954,149735996.676035,193437,5988927,18.879076551157322,113065411.29229297
MT,"(69,74]",pop70_74,2010,50205.065,1037927.985,999.336499434569,50171753.910985,34186,989415,34.528804970280596,34163317.56967018
NE,"(69,74]",pop70_74,2010,80095.885,1876891.03,611.2784438086301,48960887.938274994,54292,1826341,18.171595157343642,33187529.271258146
NV,"(69,74]",pop70_74,2010,135839.315,2965758.475,0,0,82280,2700551,0,0
NH,"(69,74]",pop70_74,2010,59304.14,1326922.185,244.6235011159423,14507186.357469998,39586,1316470,7.355781685245916,9683665.915175691
NJ,"(69,74]",pop70_74,2010,363201.8,8937419.165,730.0885856878325,265169488.481275,260462,8791894,21.62905207972528,190160333.20542422
NM,"(69,74]",pop70_74,2010,100140.71,2044839.84,1201.9569491129032,120364822.2736,65904,2059179,38.46861820868257,79213770.77433677
NY,"(69,74]",pop70_74,2010,832085.405,19619362.82,1087.8418425996726,905177320.1754949,587391,19378102,32.9747726462821,638988507.7664644
NC,"(69,74]",pop70_74,2010,406902.68,10188697.97,1153.0563176861233,469181705.85741496,294543,9535483,35.616933822882785,339624666.98022383
ND,"(69,74]",pop70_74,2010,28212.89,746065.9450000001,600.3828915749149,16938536.477885,20845,672591,18.60711989140369,12514981.374879101
OH,"(69,74]",pop70_74,2010,465159.555,11500300.835,515.5163411724715,239797351.855015,371370,11536504,16.594915029823657,191447303.62122074
OK,"(69,74]",pop70_74,2010,163719.675,3874311.235,486.05155475110126,79576202.577095,121075,3751351,15.68733290792826,58848691.99148959
OR,"(69,74]",pop70_74,2010,199480.245,4171007.58,1777.7522836851338,354626461.09882,120194,3831074,55.77421840070199,213675157.98525098
PA,"(69,74]",pop70_74,2010,572515.97,12578427.3,418.8665469729517,239807787.44077,426536,12702379,14.065212625103923,178661661.47965494
RI,"(69,74]",pop70_74,2010,34335.185,1050492.72,936.7818640305856,32164578.606135,31077,1052567,27.658448334859926,29112369.988478508
SC,"(69,74]",pop70_74,2010,198865.875,4939724.51,790.4065184986614,157184883.90693998,153482,4625364,26.227811102480054,121313173.27221155
SD,"(69,74]",pop70_74,2010,39505.245,863327.735,0,0,25683,814180,0,0
TN,"(69,74]",pop70_74,2010,271902.84,6690624.365,156.2721527203246,42490842.137569994,206536,6346105,5.085926774650744,32275825.334244963
TX,"(69,74]",pop70_74,2010,976896.11,27889064.725,0,0,619156,25145561,0,0
UT,"(69,74]",pop70_74,2010,81909.925,3105260.32,1355.433168126268,111023429.14373499,58744,2763885,28.808566936905653,79623566.02840948
VT,"(69,74]",pop70_74,2010,24792.045000000002,618017.615,991.3308627327838,24577119.35876,20148,625741,31.91949100720606,19973334.222340126
VA,"(69,74]",pop70_74,2010,302279.755,8218287.79,1181.6890940790427,357200689.84438497,229502,8001024,33.89566266384509,271200010.46932846
WA,"(69,74]",pop70_74,2010,300493.705,7367703.84,0,0,186746,6724540,0,0
WV,"(69,74]",pop70_74,2010,87771.475,1806146.25,630.7902361365693,55365389.441305,71792,1852994,24.439200900119797,45285692.63271658
WI,"(69,74]",pop70_74,2010,210474.29,5797453.655,1050.632259369945,221131078.84198502,173467,5686986,32.0468568299845,182250026.13612622
WY,"(69,74]",pop70_74,2010,22888.94,566710.98,0,0,16594,563626,0,0
AL,"(74,79]",pop75_79,2010,145559.43,4826664.225,395.734552551937,57602895.90076499,122836,4779736,10.170111800582655,48610449.497269735
AK,"(74,79]",pop75_79,2010,12259.925,714741.33,0,0,8892,710231,0,0
AZ,"(74,79]",pop75_79,2010,219981.055,6946384.69,583.2845297490732,128311546.21937999,162261,6392017,14.806645708485187,94644331.08161436
AR,"(74,79]",pop75_79,2010,78680.28,2939165.475,371.36918796183744,29219431.69221,77741,2915918,9.90103701178881,28870612.041341204
CA,"(74,79]",pop75_79,2010,914276.015,39251639.415,694.4467117116924,634915972.21362,766971,37253956,14.297018252993814,532620488.92822844
CO,"(74,79]",pop75_79,2010,96508.495,5523826.185,819.4288354500295,79081843.668885,96908,5029196,15.789643033556747,79409209.58579145
CT,"(74,79]",pop75_79,2010,110782.17,3564204.13,1295.138872150365,143478294.70817,89252,3574097,32.342080983578334,115593734.61716437
DE,"(74,79]",pop75_79,2010,33640.695,959135.245,281.95287722489087,9485090.747095,23885,897934,7.499932592502922,6734444.472516518
DC,"(74,79]",pop75_79,2010,17533.42,688986.71,2465.279311574696,43224777.58715,11820,601723,48.42693641893845,29139601.462812904
FL,"(74,79]",pop75_79,2010,751619.775,20741275.045,0,0,615514,18801310,0,0
GA,"(74,79]",pop75_79,2010,217257.795,10273789.4,491.2728649358472,106732859.37929499,182735,9687653,9.26671784941637,89772746.97405204
HI,"(74,79]",pop75_79,2010,34117.96,1399406.85,778.9191032570529,26575130.80816,34675,1360301,19.855179041578527,27009019.90543831
ID,"(74,79]",pop75_79,2010,45001.68,1706016.625,292.09892993417134,13144942.573239999,34278,1567582,6.387268493950253,10012567.120283525
IL,"(74,79]",pop75_79,2010,330681.4,12615713.62,706.3747812494594,233585001.588265,289385,12830632,15.93173789661139,204414266.0718748
IN,"(74,79]",pop75_79,2010,185791.495,6526698.385,966.4165598828675,179551977.45339498,151843,6483802,22.632336660233342,146743589.70229426
IA,"(74,79]",pop75_79,2010,83453.38,3080441.835,442.3308683781891,36914006.044495,83387,3046355,12.107795749823003,36884644.121452056
KS,"(74,79]",pop75_79,2010,91488.525,2870419.86,306.39025185967313,28031192.21702,69466,2853118,7.459805460441542,21283705.235684052
KY,"(74,79]",pop75_79,2010,123603.025,4398353.07,163.30130008456507,20184534.676884998,105392,4339367,3.966166175507276,17210650.61851248
LA,"(74,79]",pop75_79,2010,116393.08,4562088.08,366.85897018684443,42699845.465675,102876,4533372,8.325145921610185,37740983.41694181
ME,"(74,79]",pop75_79,2010,46630.8,1320428.625,222.0613474951105,10354898.282775,38894,1328361,6.501887701818126,8636854.049474828
MD,"(74,79]",pop75_79,2010,157671.805,5956997.7,1046.823062302737,165054481.7489,124579,5773552,22.587857575130993,130412170.27861269
MA,"(74,79]",pop75_79,2010,173412.49,6796065.885,1053.0827936008818,182617709.41448498,162592,6547629,26.15035726324057,171222837.57715458
MI,"(74,79]",pop75_79,2010,259854.07,9901979.94,230.80839013166118,59976499.565859996,244085,9883640,5.700011929338434,56336865.90528652
MN,"(74,79]",pop75_79,2010,134696.865,5529119.945,865.3551164477733,116560621.297225,122114,5303925,19.923353872821238,105671974.6899034
MS,"(74,79]",pop75_79,2010,80716.32,2949483.545,143.2467382331107,11562349.56218,69876,2967297,3.373275098777387,10009509.080776844
MO,"(74,79]",pop75_79,2010,213986.5,5940267.25,543.7454100136924,116354177.179895,155271,5988927,14.097332219650704,84427893.55823603
MT,"(74,79]",pop75_79,2010,32397.385,1037927.985,706.2379166326233,22880261.686745,25637,989415,18.299521908107884,18105821.468710564
NE,"(74,79]",pop75_79,2010,49292.94,1876891.03,318.6737733052644,15708367.18711,46435,1826341,8.102329555887948,14797616.663429951
NV,"(74,79]",pop75_79,2010,89654.985,2965758.475,0,0,57503,2700551,0,0
NH,"(74,79]",pop75_79,2010,38079.525,1326922.185,52.229709688999534,1988882.535845,31774,1316470,1.2606035805284368,1659546.7956582713
NJ,"(74,79]",pop75_79,2010,260393.695,8937419.165,964.6680643732752,251193481.730655,215715,8791894,23.668776205250094,208093371.50628108
NM,"(74,79]",pop75_79,2010,54397.105,2044839.84,861.6753986077016,46872647.13398,50230,2059179,21.019034902776713,43281955.27206485
NY,"(74,79]",pop75_79,2010,476847.8,19619362.82,443.29445371852404,211383985.00788,474807,19378102,10.861709247207557,210479309.68673125
NC,"(74,79]",pop75_79,2010,306984.08,10188697.97,640.7666498975614,196705160.51348498,223655,9535483,15.029198319879455,143310665.0828391
ND,"(74,79]",pop75_79,2010,16864.865,746065.9450000001,116.1624489588265,1959064.0197599996,18368,672591,3.1723169987046,2133671.8624757254
OH,"(74,79]",pop75_79,2010,292681.15,11500300.835,412.3743975174349,120694212.89596,297519,11536504,10.634869833615946,122689218.3749897
OK,"(74,79]",pop75_79,2010,102812.705,3874311.235,248.10532369054,25508379.453525,95051,3751351,6.286444302895015,23582659.122109517
OR,"(74,79]",pop75_79,2010,130598.03,4171007.58,1602.5253953820743,209286659.66187,91601,3831074,38.31639084559405,146792928.74239337
PA,"(74,79]",pop75_79,2010,386153.42,12578427.3,122.37871260355534,47256958.40706,362332,12702379,3.4908203963266575,44341723.695071414
RI,"(74,79]",pop75_79,2010,26969.715,1050492.72,1945.5675624618207,52471402.67284,26645,1052567,49.25068684634348,51839647.70179521
SC,"(74,79]",pop75_79,2010,159798.93,4939724.51,400.6615719112137,64025290.48353,113248,4625364,9.80984884558299,45374121.695801124
SD,"(74,79]",pop75_79,2010,31395.61,863327.735,0,0,21724,814180,0,0
TN,"(74,79]",pop75_79,2010,210618.22,6690624.365,111.76870289284564,23540525.255,154517,6346105,2.721380226909865,17270164.66489383
TX,"(74,79]",pop75_79,2010,643771.515,27889064.725,0,0,477245,25145561,0,0
UT,"(74,79]",pop75_79,2010,63979.715000000004,3105260.32,783.3396374428988,50117846.7518,45835,2763885,12.990544933018295,35904372.28219527
VT,"(74,79]",pop75_79,2010,17406.805,618017.615,527.5245188605835,9182516.432525,15960,625741,13.454913967623845,8419291.321014913
VA,"(74,79]",pop75_79,2010,221877.495,8218287.79,605.7512082310782,134402560.675535,173929,8001024,13.168027229567514,105357701.89642319
WA,"(74,79]",pop75_79,2010,186175.295,7367703.84,0,0,142068,6724540,0,0
WV,"(74,79]",pop75_79,2010,55672.82,1806146.25,460.4250143595205,25633158.947935,54725,1852994,13.597863193741999,25196758.91082476
WI,"(74,79]",pop75_79,2010,183718.425,5797453.655,755.7782635567446,138850392.22988,141252,5686986,18.771840001701655,106755191.2839173
WY,"(74,79]",pop75_79,2010,14284.145,566710.98,0,0,12492,563626,0,0
AL,"(79,84]",pop80_84,2010,89525.965,4826664.225,257.37093107591744,23041380.967519995,88771,4779736,4.779986786412527,22847074.922540266
AK,"(79,84]",pop80_84,2010,6516.57,714741.33,0,0,5985,710231,0,0
AZ,"(79,84]",pop80_84,2010,149355.745,6946384.69,109.75481134558969,16392511.615854999,118278,6392017,2.0309050455175037,12981579.576333657
AR,"(79,84]",pop80_84,2010,66279.94,2939165.475,441.5364404834253,29265008.783055,56236,2915918,8.515412047604187,24830243.267025903
CA,"(79,84]",pop80_84,2010,638645.64,39251639.415,656.2336550224628,419100762.60135996,603239,37253956,10.62613951179025,395865733.82209545
CO,"(79,84]",pop80_84,2010,84417.96,5523826.185,564.7144132884756,47672038.75241001,73144,5029196,8.213136065003683,41305471.04557226
CT,"(79,84]",pop80_84,2010,66937.435,3564204.13,1641.6375194791974,109887004.7537,77465,3574097,35.580861528508045,127169450.44645603
DE,"(79,84]",pop80_84,2010,19069.15,959135.245,188.43546628690842,3593304.171945,17195,897934,3.608447661858656,3240147.84280339
DC,"(79,84]",pop80_84,2010,10094.195,688986.71,1282.6732942943938,12947554.353899999,9705,601723,20.687831977715813,12448344.321127092
FL,"(79,84]",pop80_84,2010,444810.62,20741275.045,0,0,482023,18801310,0,0
