stabbr,agebrk,popgroup,year,cpspop,cpspop_state,cpspit_pc,cpspit_level,wcpop,wcpop_state,wcpit_pc_share,wcpit_level
OK,"(54,59]",pop55_59,2040,232409.62,3874311.235,1779.883706771045,413662095.93485,266279.6851109485,4439037.713699851,106.76793114651784,473946872.9731017
OR,"(54,59]",pop55_59,2040,271930.445,4171007.58,3388.6915452322187,921488399.8627349,311056.970611842,5164040.6080865115,204.11848132009055,1054076126.3978957
PA,"(54,59]",pop55_59,2040,852127.15,12578427.3,1531.5670661597744,1305089879.12059,782995.2335636345,12809150.178074736,93.62133287646321,1199209712.686143
RI,"(54,59]",pop55_59,2040,82330.825,1050492.72,2424.9916969851815,199651567.03094,61099.16961486556,1055318.2224670723,140.3983896557432,148164979.00873828
SC,"(54,59]",pop55_59,2040,342643.595,4939724.51,1860.3176172374096,637425916.21206,378338.5958234877,6352502.134922484,110.79570539961517,703829955.091298
SD,"(54,59]",pop55_59,2040,57316.735,863327.735,0,0,67202.77489833864,1043032.2762363397,0,0
TN,"(54,59]",pop55_59,2040,450026.51,6690624.365,140.2911302691257,63134727.73897,447344.49554511905,7823662.491105372,8.021622222462428,62758464.89969661
TX,"(54,59]",pop55_59,2040,1637889.715,27889064.725,0,0,2039447.194233333,40015912.84113581,0,0
UT,"(54,59]",pop55_59,2040,154856.145,3105260.32,2875.631362232025,445309187.1963499,214394.1901237291,4344338.8632934,141.9131141470751,616518657.0001308
VT,"(54,59]",pop55_59,2040,50878.375,618017.615,1752.823924641854,89180832.9469,38841.30872372598,601865.3693404896,113.11827970755311,68081975.19534726
VA,"(54,59]",pop55_59,2040,562543.7,8218287.79,2573.6400388547772,1447784989.92551,565705.6307205729,9876728.20122109,147.40940843629386,1455922661.4280615
WA,"(54,59]",pop55_59,2040,516575.445,7367703.84,0,0,576561.256998606,9776125.552155716,0,0
WV,"(54,59]",pop55_59,2040,135755.315,1806146.25,1847.4230572046847,250797499.069085,110759.29621304284,1661849.2298883356,123.12746183207474,204619277.62373886
WI,"(54,59]",pop55_59,2040,473855.885,5797453.655,2329.100785038736,1103658113.748725,369526.9780555085,5997136.793665185,143.51274688134566,860665574.6820766
WY,"(54,59]",pop55_59,2040,40718.47,566710.98,0,0,42399.168220598694,615786.9993410456,0,0
AL,"(59,64]",pop60_64,2040,323263.695,4826664.225,1527.6414840721131,493831030.77643496,281111.4297894818,5056796.457293762,84.92283314544541,429437481.7932376
AK,"(59,64]",pop60_64,2040,43495.175,714741.33,0,0,34955.213633627536,819954.0551356109,0,0
AZ,"(59,64]",pop60_64,2040,432068.685,6946384.69,682.4668788004735,294872566.879375,442160.7066756028,9166279.06012105,32.920668837800505,301760037.4131104
AR,"(59,64]",pop60_64,2040,175294.36,2939165.475,1890.6995842355682,331428973.57084,178471.33866873806,3217534.5514366427,104.8739898281067,337435685.8189483
CA,"(59,64]",pop60_64,2040,2235984.955,39251639.415,2444.318096951236,5465458490.017195,2076730.2932430173,46467001.49030135,109.24288797331292,5076189438.260755
CO,"(59,64]",pop60_64,2040,325225.695,5523826.185,2025.6339944498081,658788223.660565,351287.2124227359,7692906.90599375,92.49810611182544,711579319.2990047
CT,"(59,64]",pop60_64,2040,244237.43,3564204.13,3139.5734651695275,766801354.4291999,169806.07685913966,3542707.325803369,150.4834026927693,533118653.1314922
DE,"(59,64]",pop60_64,2040,63747.3,959135.245,1795.2490167002366,114442277.64229499,60337.28789406934,1164343.8981806585,93.03132599521741,108320456.76218706
DC,"(59,64]",pop60_64,2040,29952.77,688986.71,3872.2297546540767,115984007.22830999,55712.211101881476,1058819.5762361488,203.74621547246514,215730481.52627462
FL,"(59,64]",pop60_64,2040,1351866.775,20741275.045,0,0,1590895.7748971272,28886983.323555503,0,0
GA,"(59,64]",pop60_64,2040,639401.845,10273789.4,1743.390536129967,1114727125.35704,577115.4089319101,12820270.562845577,78.48021126032666,1006137542.1866678
HI,"(59,64]",pop60_64,2040,95979.9,1399406.85,2242.860200459055,215269497.75404003,89372.42244464325,1619703.4324594338,123.75713065899441,200449849.31970388
ID,"(59,64]",pop60_64,2040,107739.97,1706016.625,1656.9093042035838,178515358.727615,110337.97132451915,2227841.736663116,82.06148950615032,182820011.294544
IL,"(59,64]",pop60_64,2040,730887.63,12615713.62,2103.9238050340996,1537731883.5619552,612896.6911299223,12397564.330196118,104.01139321811262,1289487938.4948754
IN,"(59,64]",pop60_64,2040,394111.2,6526698.385,1765.6705844463058,695870552.840835,358559.7872877941,7095000.250901836,89.23163450190297,633098469.1793826
IA,"(59,64]",pop60_64,2040,208408.875,3080441.835,2033.0601167823345,423707771.74597496,182449.2265169893,3392783.104848681,109.32919503146972,370930245.76947683
KS,"(59,64]",pop60_64,2040,175749.365,2870419.86,1644.1474185502748,288957864.7766,147721.26913156043,3032652.715673199,80.08683026988506,242875543.30762547
KY,"(59,64]",pop60_64,2040,292275.03,4398353.07,1634.5142745060532,477727708.616685,265873.63446594984,4714761.078462057,92.17312256492043,434574250.7493996
LA,"(59,64]",pop60_64,2040,311804.775,4562088.08,817.1314279702899,254785481.04370496,287203.27105043444,5062779.967176663,46.35453654172022,234682818.99117973
ME,"(59,64]",pop60_64,2040,98911.955,1320428.625,1959.8504899948643,193852643.47309998,82079.55393124647,1326159.3139775184,121.3003990510301,160863653.9907133
MD,"(59,64]",pop60_64,2040,366041.98,5956997.7,3184.9825686575073,1165837325.6968799,325249.82236533193,6842901.782790983,151.3853402510797,1035915014.6925329
MA,"(59,64]",pop60_64,2040,450214.965,6796065.885,2326.460595436704,1047407375.5484148,389989.68740103825,7742628.269423899,117.1818675511206,907295640.3651935
MI,"(59,64]",pop60_64,2040,660858.44,9901979.94,1325.6682253629915,876079035.3709549,517553.28890074993,9960115.36330584,68.88514088456436,686103950.0278368
MN,"(59,64]",pop60_64,2040,338624.15,5529119.945,2064.422081834225,699063172.702345,323635.7765583404,6364886.461285338,104.96979760165014,668120843.5986052
MS,"(59,64]",pop60_64,2040,187918.12,2949483.545,967.0714444267535,181730247.74236,167241.2579099159,2962160.018212178,54.6001039310175,161734244.8546896
MO,"(59,64]",pop60_64,2040,393176.02,5940267.25,1790.2963656769937,703901599.677345,334479.2756913719,6359969.943915249,94.15406628414027,598817031.6645362
MT,"(59,64]",pop60_64,2040,69057.475,1037927.985,1740.1673972442518,120171566.53101,74315.80648767194,1236303.8825375128,104.60368633990404,129321943.54975957
NE,"(59,64]",pop60_64,2040,101981.265,1876891.03,1933.404965075987,197171084.09572998,110802.53265883354,2190917.563563157,97.7792000704857,214226166.785583
NV,"(59,64]",pop60_64,2040,164266.64,2965758.475,0,0,181201.9113642551,4058371.2189145912,0,0
NH,"(59,64]",pop60_64,2040,104074.335,1326922.185,196.97023994863858,20499546.737444997,74380.38374696222,1393451.372117553,10.513981562088567,14650722.034110965
NJ,"(59,64]",pop60_64,2040,534104.05,8937419.165,1904.5672049420236,1017237057.6567149,463191.94063334714,9470012.098935861,93.15512699533464,882180179.7237257
NM,"(59,64]",pop60_64,2040,132340.425,2044839.84,1143.0684497230911,151274164.440445,112309.0317230026,2127317.67948868,60.34684524051462,128376910.78151405
NY,"(59,64]",pop60_64,2040,1144138.915,19619362.82,2617.9630159620738,2995313364.5929747,1061653.3066467966,20873487.75014816,133.1530756068989,2779369092.575156
NC,"(59,64]",pop60_64,2040,679929.435,10188697.97,1755.6810933251033,1193739253.82472,630987.1626649064,12658926.638546817,87.51233522819427,1107812231.6216276
ND,"(59,64]",pop60_64,2040,44104.515,746065.9450000001,504.4108064227665,22246793.978035,62594.903476756495,1060457.422521227,29.773515720791675,31573545.740665972
OH,"(59,64]",pop60_64,2040,699512.585,11500300.835,1453.8509087403625,1016987007.37757,626773.2068195612,11751540.464269066,77.54173157803172,911234796.3087301
OK,"(59,64]",pop60_64,2040,241057.35,3874311.235,1369.9171458990772,330228596.90999496,233021.36747057343,4439037.713699851,71.91197445194139,319219966.658788
OR,"(59,64]",pop60_64,2040,294742.82,4171007.58,2541.8371444779723,749188247.944185,282670.64297979884,5164040.6080865115,139.13576489975725,718502739.9795243
PA,"(59,64]",pop60_64,2040,855358.255,12578427.3,1275.7963585375521,1091262946.974035,681220.3546459202,12809150.178074736,67.84981327696117,869098447.8189248
RI,"(59,64]",pop60_64,2040,74020.9,1050492.72,1968.9804996690798,145745708.66795498,53757.36813187758,1055318.2224670723,100.2988551810983,105847209.56519897
SC,"(59,64]",pop60_64,2040,321103.88,4939724.51,1608.9078837661662,516626564.03990495,358927.2811728218,6352502.134922484,90.90605876431636,577480932.3777084
SD,"(59,64]",pop60_64,2040,54729.32,863327.735,0,0,59160.16646786859,1043032.2762363397,0,0
TN,"(59,64]",pop60_64,2040,426657.07,6690624.365,139.78817143437936,59641611.64485,415721.2057554894,7823662.491105372,7.4278392306829595,58112907.17905525
TX,"(59,64]",pop60_64,2040,1443981.99,27889064.725,0,0,1810009.608605986,40015912.84113581,0,0
UT,"(59,64]",pop60_64,2040,135394.015,3105260.32,2234.8913896538184,302590918.33416,200989.50816852652,4344338.8632934,103.39656627891809,449189721.2165957
VT,"(59,64]",pop60_64,2040,44111.27,618017.615,2070.767181187257,91344170.23649001,35010.560291958536,601865.3693404896,120.45670500532026,72498719.24756548
VA,"(59,64]",pop60_64,2040,556786.405,8218287.79,2312.3336915108316,1287475963.256695,489819.2461781669,9876728.20122109,114.67618857307255,1132625545.6882133
WA,"(59,64]",pop60_64,2040,465105.62,7367703.84,0,0,493075.57749863504,9776125.552155716,0,0
WV,"(59,64]",pop60_64,2040,125892.165,1806146.25,1160.7369712811756,146127690.31013,109488.72444145955,1661849.2298883356,76.47361030829394,127087610.39761898
WI,"(59,64]",pop60_64,2040,354828.81,5797453.655,1715.9889908141618,608882331.5836899,321159.66411617125,5997136.793665185,91.89492700901225,551106447.9169239
WY,"(59,64]",pop60_64,2040,38332.065,566710.98,0,0,34676.270518028956,615786.9993410456,0,0
AL,"(64,69]",pop65_69,2040,235563.175,4826664.225,888.9650666819208,209407433.57167998,272171.11568204704,5056796.457293762,47.84661910846775,241950614.00118372
AK,"(64,69]",pop65_69,2040,37448.565,714741.33,0,0,29251.374723584082,819954.0551356109,0,0
AZ,"(64,69]",pop65_69,2040,385095.28,6946384.69,770.4305838935106,296689181.425035,506706.11606211204,9166279.06012105,42.588915993027875,390381888.8601459
AR,"(64,69]",pop65_69,2040,144450,2939165.475,1059.6443087006576,153065620.39181,173334.06958779172,3217534.5514366427,57.08484474878963,183672460.34262723
CA,"(64,69]",pop65_69,2040,1860119.145,39251639.415,2020.675959025673,3758698037.2248898,1953225.983753989,46467001.49030135,84.93848669662371,3946836787.915955
CO,"(64,69]",pop65_69,2040,274335.775,5523826.185,1015.0269755806729,278458211.99183,325157.51703426556,7692906.90599375,42.90233264690436,330043651.1026117
CT,"(64,69]",pop65_69,2040,183710.435,3564204.13,2529.221814374943,464644439.73031,161408.6597026215,3542707.325803369,115.23342619230255,408238303.14889205
DE,"(64,69]",pop65_69,2040,48202.31,959135.245,1614.8814664001582,77841017.056675,60269.41134913158,1164343.8981806585,83.59038556447061,97327955.37855995
DC,"(64,69]",pop65_69,2040,27302.71,688986.71,4316.714402433678,117858001.48246999,35388.91753648203,1058819.5762361488,144.27750812778586,152763850.01626974
FL,"(64,69]",pop65_69,2040,1286808.46,20741275.045,0,0,1708924.2574908244,28886983.323555503,0,0
GA,"(64,69]",pop65_69,2040,446175.345,10273789.4,673.8652005883807,300662038.35601497,587147.6271229013,12820270.562845577,30.861934745185724,395658353.52616566
HI,"(64,69]",pop65_69,2040,66112.28,1399406.85,1968.869298057562,130166438.31658499,81620.23964038477,1619703.4324594338,99.21543704086653,160699583.92805436
ID,"(64,69]",pop65_69,2040,83169.65,1706016.625,998.5765393476468,83051261.275755,102796.08649518908,2227841.736663116,46.07587631632987,102649760.31084728
IL,"(64,69]",pop65_69,2040,609997.355,12615713.62,1405.958666986228,857631068.100925,570587.5453284057,12397564.330196118,64.70807355884709,802222504.6288693
IN,"(64,69]",pop65_69,2040,335498.485,6526698.385,1323.9721304472955,444190643.94729,333837.925086652,7095000.250901836,62.296278121328925,441992108.9010793
IA,"(64,69]",pop65_69,2040,157966.155,3080441.835,991.1838904668535,156573508.07499,156410.39499164018,3392783.104848681,45.694481205035835,155031463.81727117
KS,"(64,69]",pop65_69,2040,158348.02,2870419.86,990.5111564289215,156845480.40842998,132439.95553993512,3032652.715673199,43.25693240155115,131183253.51925609
KY,"(64,69]",pop65_69,2040,285156.62,4398353.07,686.0680562963258,195636848.02343,247465.96981090517,4714761.078462057,36.009989495169556,169778496.90765294
LA,"(64,69]",pop65_69,2040,213854.85,4562088.08,848.5793525552962,181472810.15381,233859.7532559839,5062779.967176663,39.1975474528418,198448558.00670412
ME,"(64,69]",pop65_69,2040,95927.715,1320428.625,1212.8924540224898,116350001.65512,79238.21979080074,1326159.3139775184,72.47050775987461,96107438.85443772
MD,"(64,69]",pop65_69,2040,355108.055,5956997.7,2854.3395039473407,1013598949.556405,292862.37709649303,6842901.782790983,122.15996644416202,835928652.166443
MA,"(64,69]",pop65_69,2040,346491.44,6796065.885,1531.9989105238787,530824508.5858499,354256.4486951132,7742628.269423899,70.09512462198494,542720493.4469718
MI,"(64,69]",pop65_69,2040,589403.85,9901979.94,802.2704129693503,472861270.145225,490627.1949346327,9960115.36330584,39.51918907930777,393615682.29420173
MN,"(64,69]",pop65_69,2040,327240.29,5529119.945,1735.8127805048855,568027877.678125,280851.7808889808,6364886.461285338,76.59305686910912,487506110.6946506
MS,"(64,69]",pop65_69,2040,160386.775,2949483.545,466.34597218972704,74795726.51375,156870.0109495703,2962160.018212178,24.69674066016321,73155697.76369049
MO,"(64,69]",pop65_69,2040,336191.87,5940267.25,994.4461264609552,334324702.869165,312579.601758028,6359969.943915249,48.875006787786965,310843574.17897886
MT,"(64,69]",pop65_69,2040,73386.75,1037927.985,1452.7991816500253,106616210.343955,61848.546279730035,1236303.8825375128,72.6791516961115,89853517.4214355
NE,"(64,69]",pop65_69,2040,108746.275,1876891.03,1441.02053081855,156705614.92504,95968.18117740304,2190917.563563157,63.12064026591825,138292119.3819521
NV,"(64,69]",pop65_69,2040,159958.64,2965758.475,0,0,217403.34055566395,4058371.2189145912,0,0
NH,"(64,69]",pop65_69,2040,76099.475,1326922.185,131.49700223464092,10006852.834130002,74518.34845289745,1393451.372117553,7.032135910233801,9798939.433032406
NJ,"(64,69]",pop65_69,2040,434795.24,8937419.165,1547.323713684285,672768985.44905,429679.6162219623,9470012.098935861,70.2061890228962,664853459.467005
NM,"(64,69]",pop65_69,2040,106185.785,2044839.84,878.6793350980548,93303254.960665,111027.05533343888,2127317.67948868,45.85924335557149,97557179.15828101
NY,"(64,69]",pop65_69,2040,1100729.18,19619362.82,1605.2645141935684,1766961492.3913848,917859.1664755287,20873487.75014816,70.58747280794007,1473406748.9704533
NC,"(64,69]",pop65_69,2040,517751.55,10188697.97,1150.5876119441168,595718519.494865,649961.7830969159,12658926.638546817,59.07593883917702,747837975.8684205
ND,"(64,69]",pop65_69,2040,32394.355,746065.9450000001,367.54882127148386,11906506.9961,44236.43900512017,1060457.422521227,15.332111094968884,16259051.01357981
OH,"(64,69]",pop65_69,2040,668528.245,11500300.835,708.9244625957351,473936026.8166949,578336.8025534961,11751540.464269066,34.888796766362866,409997106.949573
OK,"(64,69]",pop65_69,2040,188143.345,3874311.235,1043.7606199650058,196376614.41948998,208964.57574481933,4439037.713699851,49.13429648434941,218108995.13013706
OR,"(64,69]",pop65_69,2040,254618.665,4171007.58,1538.652447933599,391769632.191835,254733.37821916386,5164040.6080865115,75.89911964548705,391946135.9673118
PA,"(64,69]",pop65_69,2040,730686.29,12578427.3,930.1067426303222,679616245.076535,644451.6697132505,12809150.178074736,46.795363858381826,599408843.2996637
RI,"(64,69]",pop65_69,2040,62250.175,1050492.72,1516.5187033471793,94403554.674135,50287.84876204785,1055318.2224670723,72.26489752110707,76262463.19873986
SC,"(64,69]",pop65_69,2040,311167.87,4939724.51,1308.4730556521952,407154773.679685,341414.3001938979,6352502.134922484,70.32369342501869,446731412.6180655
SD,"(64,69]",pop65_69,2040,38680.885,863327.735,0,0,47804.189390502535,1043032.2762363397,0,0
TN,"(64,69]",pop65_69,2040,398580.52999999997,6690624.365,33.77502848517212,13462068.754385,402049.46769672114,7823662.491105372,1.7356618130374504,13579232.223905046
TX,"(64,69]",pop65_69,2040,1162495.99,27889064.725,0,0,1672628.7805005442,40015912.84113581,0,0
UT,"(64,69]",pop65_69,2040,125974.05,3105260.32,1923.7185048112685,242338611.11102,166349.23179004865,4344338.8632934,73.6611727412672,320009095.4556555
VT,"(64,69]",pop65_69,2040,43695.225,618017.615,1432.650249168645,62599974.98373,32873.18900993343,601865.3693404896,78.24969640246218,47095782.42604908
VA,"(64,69]",pop65_69,2040,377782.885,8218287.79,1100.0944091799315,415596839.672365,457000.1966620666,9876728.20122109,50.901811925928364,502743361.3420687
WA,"(64,69]",pop65_69,2040,396152.845,7367703.84,0,0,437367.3667999082,9776125.552155716,0,0
WV,"(64,69]",pop65_69,2040,117937.185,1806146.25,933.0336432793439,110039361.39865999,103072.24701358944,1661849.2298883356,57.869193199036324,96169874.15207782
WI,"(64,69]",pop65_69,2040,308932.865,5797453.655,1657.9225102482217,512186751.03897494,291559.62040702323,5997136.793665185,80.60233981369768,483383257.7522306
WY,"(64,69]",pop65_69,2040,33173.12,566710.98,0,0,29587.91337002411,615786.9993410456,0,0
AL,"(69,74]",pop70_74,2040,198497.265,4826664.225,790.034793054554,156819745.67617,241122.48440171123,5056796.457293762,37.67111325794846,190495152.06510586
AK,"(69,74]",pop70_74,2040,22962.635000000002,714741.33,0,0,26742.6256335089,819954.0551356109,0,0
AZ,"(69,74]",pop70_74,2040,300212.72000000003,6946384.69,488.6339538485577,146694128.36923,471546.7424343757,9166279.06012105,25.13710827139858,230413749.18011647
AR,"(69,74]",pop70_74,2040,146751.495,2939165.475,1407.1064516018048,206494975.39670998,150809.7806375499,3217534.5514366427,65.95280078810616,212205415.2997494
CA,"(69,74]",pop70_74,2040,1341154.155,39251639.415,997.9660091924258,1338426259.77719,1847304.0198912036,46467001.49030135,39.67431857811478,1843546620.49595
CO,"(69,74]",pop70_74,2040,220435.83,5523826.185,777.1963392803021,171321920.122215,283919.54759713,7692906.90599375,28.683725896992964,220661233.04260895
CT,"(69,74]",pop70_74,2040,151696.22,3564204.13,1293.1321316789567,196163256.33624,168461.73418240374,3542707.325803369,61.49062324255811,217843281.4296255
DE,"(69,74]",pop70_74,2040,43647.715000000004,959135.245,729.8715751005521,31857226.49659,59912.01836113756,1164343.8981806585,37.55598262422625,43728079.20869667
DC,"(69,74]",pop70_74,2040,26835.545000000002,688986.71,3064.2310720262994,82230310.82376,29138.323305454203,1058819.5762361488,84.32650629365321,89286555.65932083
FL,"(69,74]",pop70_74,2040,1062178.035,20741275.045,0,0,1672171.6230770787,28886983.323555503,0,0
GA,"(69,74]",pop70_74,2040,408516.04,10273789.4,429.2789535339053,175367338.153015,516116.4035631916,12820270.562845577,17.281843510025954,221557909.62328961
HI,"(69,74]",pop70_74,2040,73052.805,1399406.85,759.1516341148024,55458156.29242,79861.30711603003,1619703.4324594338,37.43082874598818,60626841.799678296
ID,"(69,74]",pop70_74,2040,76308.865,1706016.625,796.522293120334,60781712.13521,89471.64235237309,2227841.736663116,31.988878098000704,71266157.73575461
IL,"(69,74]",pop70_74,2040,492335.64,12615713.62,1084.9736801151853,534171211.18266505,517355.3668547613,12397564.330196118,45.27638989027715,561316956.3037522
IN,"(69,74]",pop70_74,2040,242816.925,6526698.385,1133.1553565556026,275149299.22611,298869.33773569186,7095000.250901836,47.73296391672113,338665390.9654247
IA,"(69,74]",pop70_74,2040,112482.955,3080441.835,817.8475093345476,91993904.58934,148850.6969629641,3392783.104848681,35.881212565546896,121737171.7738717
KS,"(69,74]",pop70_74,2040,114226.69,2870419.86,859.1521408559594,98138105.25639,121781.12207684753,3032652.715673199,34.50065719936504,104628511.74816449
KY,"(69,74]",pop70_74,2040,163817.185,4398353.07,432.9695926616917,70927859.860435,221792.54500726282,4714761.078462057,20.367824852435376,96029427.8671945
LA,"(69,74]",pop70_74,2040,170674.155,4562088.08,413.6056990906444,70591803.19548,217435.3208043282,5062779.967176663,17.76345969039317,89932487.8682727
ME,"(69,74]",pop70_74,2040,70668.06,1320428.625,928.6612388537338,65626688.146989994,81287.97161859693,1326159.3139775184,56.92301643670626,75488988.42723338
MD,"(69,74]",pop70_74,2040,197824.175,5956997.7,2672.947846965165,528773702.64391,285489.74998200074,6842901.782790983,111.51690273622053,763099212.5450121
MA,"(69,74]",pop70_74,2040,251840.88,6796065.885,1219.003719505467,306994969.44352996,363334.9817870201,7742628.269423899,57.20366247904391,442906694.2248286
MI,"(69,74]",pop70_74,2040,456195.555,9901979.94,441.574740006465,201444433.59123,476105.8595951503,9960115.36330584,21.10781988939774,210236321.166283
MN,"(69,74]",pop70_74,2040,173943.375,5529119.945,1301.1032893580455,226318297.37454,273713.4270718611,6364886.461285338,55.952206291633445,356129440.304662
MS,"(69,74]",pop70_74,2040,126288.61,2949483.545,250.5504183996878,31641664.074614998,138028.69208376773,2962160.018212178,11.674975808235525,34583146.55274968
MO,"(69,74]",pop70_74,2040,256174.56,5940267.25,584.5076758442954,149735996.676035,286532.2760240504,6359969.943915249,26.333507263415086,167480314.71319383
MT,"(69,74]",pop70_74,2040,50205.065,1037927.985,999.336499434569,50171753.910985,56017.97176478881,1236303.8825375128,45.2807797496745,55980803.808848575
NE,"(69,74]",pop70_74,2040,80095.885,1876891.03,611.2784438086301,48960887.938274994,87065.55458994485,2190917.563563157,24.291784229672874,53221296.71907681
NV,"(69,74]",pop70_74,2040,135839.315,2965758.475,0,0,189078.0024561159,4058371.2189145912,0,0
NH,"(69,74]",pop70_74,2040,59304.14,1326922.185,244.6235011159423,14507186.357469998,78394.79316479292,1393451.372117553,13.762381061126817,19177208.773231786
NJ,"(69,74]",pop70_74,2040,363201.8,8937419.165,730.0885856878325,265169488.481275,420590.89551790484,9470012.098935861,32.42536639381392,307068612.0618461
NM,"(69,74]",pop70_74,2040,100140.71,2044839.84,1201.9569491129032,120364822.2736,102940.44786664203,2127317.67948868,58.16243988901768,123729986.65810493
NY,"(69,74]",pop70_74,2040,832085.405,19619362.82,1087.8418425996726,905177320.1754949,890047.2936474786,20873487.75014816,46.38566872541234,968230687.922325
NC,"(69,74]",pop70_74,2040,406902.68,10188697.97,1153.0563176861233,469181705.85741496,579736.1003417165,12658926.638546817,52.806086343389175,668468373.0897325
ND,"(69,74]",pop70_74,2040,28212.89,746065.9450000001,600.3828915749149,16938536.477885,42413.4127191061,1060457.422521227,24.01255046083425,25464287.369857192
OH,"(69,74]",pop70_74,2040,465159.555,11500300.835,515.5163411724715,239797351.855015,546792.2263770931,11751540.464269066,23.986670409767544,281880327.92346877
OK,"(69,74]",pop70_74,2040,163719.675,3874311.235,486.05155475110126,79576202.577095,182428.03058699405,4439037.713699851,19.974921056276784,88669427.89698991
OR,"(69,74]",pop70_74,2040,199480.245,4171007.58,1777.7522836851338,354626461.09882,226120.88868775064,5164040.6080865115,77.84348667283491,401986926.25356066
PA,"(69,74]",pop70_74,2040,572515.97,12578427.3,418.8665469729517,239807787.44077,635397.0033606278,12809150.178074736,20.77784591909828,266146548.75462717
RI,"(69,74]",pop70_74,2040,34335.185,1050492.72,936.7818640305856,32164578.606135,52047.74194632926,1055318.2224670723,46.201590838716456,48757380.71906522
SC,"(69,74]",pop70_74,2040,198865.875,4939724.51,790.4065184986614,157184883.90693998,311906.4736697352,6352502.134922484,38.80878820885246,246532909.9504898
SD,"(69,74]",pop70_74,2040,39505.245,863327.735,0,0,45130.154292145584,1043032.2762363397,0,0
TN,"(69,74]",pop70_74,2040,271902.84,6690624.365,156.2721527203246,42490842.137569994,357638.02090425714,7823662.491105372,7.143567796397671,55888863.42134472
TX,"(69,74]",pop70_74,2040,976896.11,27889064.725,0,0,1437747.8256371145,40015912.84113581,0,0
UT,"(69,74]",pop70_74,2040,81909.925,3105260.32,1355.433168126268,111023429.14373499,132997.61303704107,4344338.8632934,41.4952382087818,180269375.992028
VT,"(69,74]",pop70_74,2040,24792.045000000002,618017.615,991.3308627327838,24577119.35876,33979.99375611322,601865.3693404896,55.96835811107397,33685416.52590232
VA,"(69,74]",pop70_74,2040,302279.755,8218287.79,1181.6890940790427,357200689.84438497,428167.504986227,9876728.20122109,51.22757868528822,505960871.0812586
WA,"(69,74]",pop70_74,2040,300493.705,7367703.84,0,0,399662.5305992032,9776125.552155716,0,0
WV,"(69,74]",pop70_74,2040,87771.475,1806146.25,630.7902361365693,55365389.441305,92014.43726728625,1661849.2298883356,34.9260375537828,58041808.61180504
WI,"(69,74]",pop70_74,2040,210474.29,5797453.655,1050.632259369945,221131078.84198502,285543.14068659773,5997136.793665185,50.02401068523951,300000835.0471502
WY,"(69,74]",pop70_74,2040,22888.94,566710.98,0,0,25332.34021856706,615786.9993410456,0,0
AL,"(74,79]",pop75_79,2040,145559.43,4826664.225,395.734552551937,57602895.90076499,218743.1062428809,5056796.457293762,17.11838829264916,86564205.27284728
AK,"(74,79]",pop75_79,2040,12259.925,714741.33,0,0,26280.745752051193,819954.0551356109,0,0
AZ,"(74,79]",pop75_79,2040,219981.055,6946384.69,583.2845297490732,128311546.21937999,466364.23273002804,9166279.06012105,29.67649581640921,272023042.1797217
AR,"(74,79]",pop75_79,2040,78680.28,2939165.475,371.36918796183744,29219431.69221,141340.15425137224,3217534.5514366427,16.313539908156145,52489378.31073295
CA,"(74,79]",pop75_79,2040,914276.015,39251639.415,694.4467117116924,634915972.21362,1640713.3114294494,46467001.49030135,24.52036773282213,1139387963.983783
CO,"(74,79]",pop75_79,2040,96508.495,5523826.185,819.4288354500295,79081843.668885,262537.2668745554,7692906.90599375,27.964800495588538,215130606.8572505
CT,"(74,79]",pop75_79,2040,110782.17,3564204.13,1295.138872150365,143478294.70817,160647.65303583944,3542707.325803369,58.729384347113374,208061020.16644025
DE,"(74,79]",pop75_79,2040,33640.695,959135.245,281.95287722489087,9485090.747095,54951.45454980667,1164343.8981806585,13.306825193330313,15493720.718010811
DC,"(74,79]",pop75_79,2040,17533.42,688986.71,2465.279311574696,43224777.58715,19281.77374751665,1058819.5762361488,44.89429453051136,47534957.91021689
FL,"(74,79]",pop75_79,2040,751619.775,20741275.045,0,0,1556376.1624925765,28886983.323555503,0,0
GA,"(74,79]",pop75_79,2040,217257.795,10273789.4,491.2728649358472,106732859.37929499,462135.4741235182,12820270.562845577,17.709034863828528,227034618.3611469
HI,"(74,79]",pop75_79,2040,34117.96,1399406.85,778.9191032570529,26575130.80816,72681.04985519547,1619703.4324594338,34.95248391924853,56612658.17699001
ID,"(74,79]",pop75_79,2040,45001.68,1706016.625,292.09892993417134,13144942.573239999,87204.39151270197,2227841.736663116,11.433626108725955,25472309.446420778
IL,"(74,79]",pop75_79,2040,330681.4,12615713.62,706.3747812494594,233585001.588265,484708.55750019324,12397564.330196118,27.617190938062574,342385901.27394
IN,"(74,79]",pop75_79,2040,185791.495,6526698.385,966.4165598828675,179551977.45339498,278079.0692645502,7095000.250901836,37.87740775060819,268740217.49407625
IA,"(74,79]",pop75_79,2040,83453.38,3080441.835,442.3308683781891,36914006.044495,142368.03826506986,3392783.104848681,18.561097496946022,62973777.99508761
KS,"(74,79]",pop75_79,2040,91488.525,2870419.86,306.39025185967313,28031192.21702,122694.8397954537,3032652.715673199,12.39591420162542,37592502.866811305
KY,"(74,79]",pop75_79,2040,123603.025,4398353.07,163.30130008456507,20184534.676884998,198499.59065339534,4714761.078462057,6.875266992432034,32415241.21995344
