stabbr,vname,2009,2016,share,dchange,pchange
US,agi,7801.040718,10200.123989,100,2399.0832709999995,30.753374552505434
US,wages,5710.909951,7187.733797,70.46712181882675,1476.8238460000002,25.859694141060714
US,netcgll,224.062784,618.949579,6.068059365430131,394.886795,176.23935039564626
US,retinc,821.661664,1235.188334,12.109542348034687,413.52666999999997,50.32809587183077
US,txblpension,516.472337,695.119723,6.814816405659675,178.64738599999998,34.58992344831045
US,txblsocsec,171.29305,285.022263,2.794301944832957,113.72921300000002,66.39452855793041
US,iradist,133.896277,255.046348,2.5004239975420557,121.150071,90.48053740881832
US,otheragi,1044.406319,1158.252279,11.355276467708435,113.8459600000001,10.900543009832184
