year,stabbr,vname,value,pch
2014,US,agi,9706026114,7.16401429027205
2014,US,busprofinc,323702465,3.8006469787017068
2014,US,irapay,236410472,9.816344572965676
2014,US,netcgll,696578897,43.16527841602826
2014,US,odividends,250723542,19.0518005622953
2014,US,txblinterest,92958863,-6.88846107851505
2014,US,txblpension,659649067,5.023429547880042
2014,US,txblsocsec,260435734,8.403230677308144
2014,US,wages,6729585142,4.323807942138586
2014,US,retinc,1156495273,6.724942266991874
