stabbr,popgroup,wtdn,rincome,txblsales,share2010,share2020,share2030,share2040,totpop,txc2010,txc2020,txc2030,txc2040
MS,35to39,378167.23,39414.122570994106,14622.58032107417,0.0631443364112187,0.06479629379687046,0.060630900183089725,0.05850929851965916,629135963.87,580902079340.9985,596099411910.2793,557779493624.0045,538261625706.3812
MS,40to44,402091.89,37059.40877251638,13274.582149379321,0.06321544489816827,0.06116951474493184,0.06111390369548516,0.05843633856972444,629135963.87,527944864975.1076,510858244446.8669,510393807820.04974,488032077058.54144
MS,45to49,362901.61,39002.22584129307,14004.211677807554,0.07022182140850747,0.060111980271823115,0.06312628273903974,0.060362098292641636,629135963.87,618693094174.2382,529619800873.0272,556177473157.9753,531823479004.7682
MS,50to54,406654.09,33155.09116787988,12276.278462277309,0.07030202908573022,0.060067171305532116,0.05948157172840624,0.06072921783450055,629135963.87,542974085840.7247,463925691090.4671,459402843041.9294,469038973217.96155
MS,55to59,420822.36,38125.93900371423,14796.13417172556,0.06287506778054236,0.06545443596299717,0.057340496441324905,0.06153481387952119,629135963.87,585290181859.1958,609300953153.4734,533770074128.2625,572814052971.285
MS,60to64,379553,34218.67008657542,14006.80447802189,0.05417590487234679,0.06384820258886532,0.05582791582622688,0.056494599200408745,629135963.87,477408065723.3367,562642137121.3828,491965890939.2516,497840827792.9696
MS,65to69,290525.14,28574.66697789905,12387.88973601631,0.040617100344185295,0.05645828482004648,0.058833566698174536,0.05266092562939665,629135963.87,316556152532.28644,440017068420.89905,458529224289.9362,410421715601.7923
MS,70to74,194630.61,25050.742583912266,11465.208266530664,0.031660464051963794,0.044437193387871055,0.052423498725377375,0.04683490983096984,629135963.87,228372463157.17645,320533245915.909,378139862750.65173,337828393869.6539
MS,75to79,146276.68,26095.39954143654,12538.105086154184,0.02354870442695827,0.029467940706085327,0.04100203674808818,0.04365599337351941,629135963.87,185756250406.66156,232448209189.03036,323431152188.6471,344366020729.3407
MS,80to84,96996.54,21945.0597832167,10757.776700382463,0.017424275359022034,0.018845105203520448,0.02647675705411033,0.03191428493590121,629135963.87,117929311474.46536,127545635931.67218,179197450977.56387,215999206345.3003
MS,85+,87897.83,18079.77819140006,9042.125180916606,0.01494929560472039,0.014308069394949413,0.016038135599608355,0.02185488614535307,629135963.87,85042448698.04024,81394688396.13892,91236561240.46635,124326462126.47166
MT,00to04,127417.28,0,NaN,0.06309081629043424,0.05694070119673542,0.05497607983247773,0.054076557829267714,629135963.87,NaN,NaN,NaN,NaN
MT,05to09,121436.96,0,NaN,0.06141507860705568,0.0580947753706333,0.05838173706410065,0.056083409279844204,629135963.87,NaN,NaN,NaN,NaN
MT,10to14,124251.27,0,NaN,0.0617779192755315,0.06559408518136856,0.06118938372624296,0.06100702332831106,629135963.87,NaN,NaN,NaN,NaN
MT,15to19,131683.49,4314.966815959085,4552.147703176662,0.06743782942445789,0.06061206368173474,0.0592619408704081,0.061499078062025765,629135963.87,193136537177.55536,173588091292.12744,169721447795.8959,176128429367.9252
MT,20to24,140606.3,20514.37398280653,10348.046864542763,0.06785625849618208,0.053358190077258644,0.058558133796445255,0.05640939293079284,629135963.87,441766529404.06165,347379342275.9826,381232683748.5421,367243674984.3563
MT,25to29,137557.32,31948.594668071753,14096.062523075881,0.06480900329992975,0.0552301777643922,0.05130818637504945,0.05180316114895886,629135963.87,574748268692.1566,489799988170.4533,455018435514.5936,459408040042.7508
MT,30to34,120658.39,41747.907487003846,16629.946697483123,0.05936942536751515,0.06483257851128592,0.0526937625526613,0.05971702263100813,629135963.87,621152467133.5887,678310693486.216,551308361324.4175,624789202649.4033
MT,35to39,116556.72,44850.900402000414,16615.169723762985,0.05616955473688998,0.06710359118611815,0.05910736469732803,0.056702814744661975,629135963.87,587151635579.8307,701447314346.1328,617861153064.4164,592725909529.8252
MT,40to44,113807.76,48168.7915179718,17265.681662767176,0.05798375807926906,0.06014643696926813,0.06788832438487875,0.056978866267077474,629135963.87,629846326702.1337,653338342394.5275,737434294640.286,618930728306.8615
MT,45to49,109715.39,44386.360172038214,15949.494259537787,0.071780799765518,0.0548155564167812,0.06768670044510504,0.06156756481620785,629135963.87,720277289053.1025,550041243658.3506,679195457013.6971,617793599740.8895
MT,50to54,129865.09,48513.66846229938,17967.9052632964,0.07965413906197097,0.055409531401654,0.0594077026357106,0.06924377572550766,629135963.87,900430731348.7361,626363494367.389,671559843116.2996,782749325422.4867
MT,55to59,166091.03,44174.40221867905,17127.81484905638,0.07672715695638331,0.06796382206578137,0.05364485348216825,0.06840382371040482,629135963.87,826790689995.404,732359409230.233,578062151454.8936,737100745646.023
MT,60to64,146378,43047.36462138067,17663.754423339473,0.0636163793756917,0.07402454272407168,0.05322388816843525,0.058927453958164025,629135963.87,706962663690.2856,822627575103.1149,591471915264.1456,654855089578.8439
MT,65to69,113637.02,42615.697530559846,18567.033761559283,0.04705406730239586,0.07194276328878123,0.06379001167882092,0.05144508604099314,629135963.87,549647438404.7165,840376992265.2798,745143162433.6035,600939756795.5267
MT,70to74,91623.64,34521.75776650524,15870.207634286806,0.03455173006271382,0.054454105096710226,0.06342701731296287,0.046595727910298104,629135963.87,344982383761.8851,543698013031.06757,633288219947.7815,465235901601.39935
MT,75to79,56217.13,25567.506166178173,12270.312804193454,0.02591127080143317,0.03539404549545956,0.05416977467574468,0.04907536551204895,629135963.87,200027109542.35666,273231238626.70056,418174142672.7185,378846857351.62225
MT,80to84,39378.11,28631.803363414343,14035.712372423637,0.020559623615975096,0.02262481650436419,0.035692976947042,0.04247832488921639,629135963.87,181549113031.73065,199785533314.98666,315182243957.1519,375099386582.0907
MT,85+,40246.95,28938.754562525857,14472.95639161364,0.02023518948065271,0.0214582170676014,0.025592161354418108,0.037985551215210946,629135963.87,184250655179.56137,195386880734.22836,233028334205.66946,345875817246.5427
NC,00to04,1189698.27,0,NaN,0.06628295598660289,0.06020876839664208,0.0600664383065271,0.06000662816367606,629135963.87,NaN,NaN,NaN,NaN
NC,05to09,1306845.85,0,NaN,0.06669247902806812,0.06031086316131494,0.06001495161302932,0.060519957246712996,629135963.87,NaN,NaN,NaN,NaN
NC,10to14,1274672.63,0,NaN,0.0661847963024002,0.0652040276962035,0.06069147655384681,0.061956405463277846,629135963.87,NaN,NaN,NaN,NaN
NC,15to19,1313466.54,2372.0547949602274,2732.5338114505475,0.0691722695116755,0.06642427713595492,0.061551823692196785,0.06267454844979183,629135963.87,118916489833.40355,114192319154.65358,105815912474.65305,107746028230.06752
NC,20to24,1520859.83,14881.601968873414,7460.048661421903,0.06938012474040381,0.06924717078861785,0.06990586691021473,0.0665814545510062,629135963.87,325627630172.0075,325003626101.6191,328095140535.7835,312492393750.67725
NC,25to29,1306046.46,31389.621561249474,13923.87012984775,0.06575817921336549,0.06800287087370743,0.06691407280669749,0.06344799828721251,629135963.87,576042140132.5244,595705655811.167,586167776627.2329,555804937997.1583
NC,30to34,1084053.2,35837.864653247045,14256.793737260714,0.0649738455828614,0.06267446768609156,0.06409926015880471,0.06621417631622808,629135963.87,582780417481.1593,562156235572.186,574935857043.3031,593905516451.7029
NC,35to39,1171164.44,47611.579022034035,17623.58659362465,0.06919869711896083,0.0611398914518538,0.06478844201314747,0.06523401750633553,629135963.87,767249698113.4281,677896625401.479,718350411863.5525,723290789021.9198
NC,40to44,1250865.69,49214.49942420866,17632.776414547887,0.06998156254906018,0.05921792565260883,0.05853298568075233,0.061256109824748856,629135963.87,776334430696.534,656928952769.7914,649330630243.9155,679539373161.9303
NC,45to49,1479802.73,46655.72922982453,16752.571704800368,0.07327924552956573,0.061625277327723556,0.05579316999411117,0.060497897672289636,629135963.87,772337259162.7659,649508567432.4547,588040224511.7037,637626385692.9825
NC,50to54,1385106.08,50028.701832481085,18505.25936867376,0.07025265526664984,0.06194517552133832,0.05371213902057284,0.054325822143983904,629135963.87,817904187792.7849,721185815399.5409,625334135393.0259,632478833265.4484
NC,55to59,1410477.11,43579.34303961353,16934.42694273142,0.06299859168119748,0.06389081045347894,0.055056893016059774,0.05100587740309248,629135963.87,671190587774.8696,680696337446.5737,586579277383.06,543419526064.9333
NC,60to64,1217182.7,43854.13366558891,17968.59631767419,0.05642493411188505,0.060211658294481815,0.05440273549886755,0.04826941886741421,629135963.87,637866397642.6617,680674141262.3495,615006068873.013,545670824678.49805
NC,65to69,1059991.05,37739.87903095621,16434.43945774428,0.042265714280021266,0.06052249489481343,0.0614414218546105,0.054097289634606645,629135963.87,437006222151.19995,625772148884.5117,635273391344.8486,559338758957.4843
NC,70to74,609385.05,34514.6569473628,15812.188922745347,0.030889153700971415,0.04916908670314616,0.052521672581880535,0.04848636698577312,629135963.87,307285817447.0298,489134896571.3164,522486476944.19867,482343189408.631
NC,75to79,544193.53,26960.026661688553,12952.189087485553,0.023455025823023334,0.032631057428586324,0.046773151826372136,0.04851566827749458,629135963.87,191127686661.1697,265900304979.05353,381139819409.23987,395339042244.678
NC,80to84,352780.27,28499.816480913516,13971.010547805714,0.01734531958160903,0.019753525637842346,0.03147513713594178,0.03435223392328961,629135963.87,152459551687.87692,173626876624.03143,276655917147.1306,301944634619.178
NC,85+,261297.86,24179.638023859286,12092.80952047211,0.01546444999167845,0.0178206508955942,0.022258361336366873,0.03255812928306587,629135963.87,117653866067.01672,135579892904.40569,169342088787.46805,247702943468.6471
ND,00to04,105356.48,0,NaN,0.06630329576220913,0.06188566679598307,0.059376802979959654,0.05752411923886629,629135963.87,NaN,NaN,NaN,NaN
ND,05to09,100428.34,0,NaN,0.05958450232013215,0.060317968695479854,0.06026015744885563,0.056719426851529954,629135963.87,NaN,NaN,NaN,NaN
ND,10to14,95234.23,0,NaN,0.05915928104895843,0.0686348128327283,0.0621878032155743,0.06150917421321165,629135963.87,NaN,NaN,NaN,NaN
ND,15to19,84086.99,4194.7181711684525,4277.529896325208,0.07058375743951376,0.06577918538012845,0.06464094337491601,0.06657316212479,629135963.87,189951330205.6447,177021516224.98224,173958338649.4427,179158225069.50717
ND,20to24,125598.61,31117.528698832175,15664.61658729835,0.08765505336824311,0.06964144389431083,0.07843233363103623,0.07325948210852129,629135963.87,863855772708.9702,686328523184.5393,772964268124.5973,721984918077.1091
ND,25to29,125852.41,38387.42842709854,16945.029073940743,0.07373872085710335,0.06409782813396953,0.05798729299567991,0.058743521226727054,629135963.87,786108387078.4053,683329459799.9482,618186711649.2792,626248654520.8358
ND,30to34,117818.74,43009.33952257773,17078.46432601983,0.0607932606888882,0.07276387627540966,0.0561193250301392,0.06515500078169736,629135963.87,653203896087.194,781824283463.5717,602983971250.7928,700069380682.9796
ND,35to39,94438.51,51202.217858318814,18942.009660359603,0.05510778467151657,0.07215579776359161,0.060887024529354336,0.056783507772415406,629135963.87,656724953447.395,859887821833.3989,725596729898.2734,676694712384.145
ND,40to44,82393.43,53179.18812355184,19064.355896537407,0.056790828304274066,0.0612921647171361,0.07121494659025693,0.056620762085001,629135963.87,681153279221.4463,735142631904.8112,854157191362.5873,679113492755.8926
ND,45to49,78933.02,57260.083894097035,20591.230526919055,0.06895721173789122,0.05508700790558164,0.07001857497188842,0.060908055036941716,629135963.87,893318864472.5719,713634761458.3912,907068489422.4785,789044585643.184
ND,50to54,89534.57,55983.766336963025,20711.817025894896,0.07475122325454846,0.0569144148903048,0.059628630688086125,0.07142150122717866,629135963.87,974049475042.6825,741626070218.0491,776993792080.9899,930661369114.9275
ND,55to59,102425.27,55455.31465335224,21499.43851000859,0.06831194589282343,0.06820391954247884,0.0528913471367398,0.06930373769153281,629135963.87,923992159909.8246,922530987936.497,715412062161.0155,937407205174.5006
ND,60to64,87846.85,47250.11793581056,19319.783465419274,0.053335533779072276,0.07230824902813471,0.053443835716974745,0.057721568847810524,629135963.87,648281177501.224,878890178866.159,649597562711.1274,701592427571.4159
ND,65to69,70888.58,40844.39351922707,17779.939271277915,0.038698109252130936,0.05013115508391475,0.05627704732192629,0.04364219630927318,629135963.87,432877020334.9294,560767062217.085,629515008065.2018,488181574354.04785
ND,70to74,36412.53,37838.567663384005,17275.47811804821,0.030992088802853444,0.03671611797724977,0.05596788184305632,0.0413664875425696,629135963.87,336841378058.7725,399053702223.7302,608293896128.4182,449596823174.0253
ND,75to79,33765.56,30392.466243117546,14586.162898095705,0.027309315765450325,0.025448969374133965,0.037067993582986,0.04161239104717754,629135963.87,250608842351.06085,233537039472.36728,340161102529.75024,381863582279.35077
ND,80to84,31504.73,23329.208684664492,11436.305943362378,0.02311657456017104,0.01767039491421792,0.023537648855499367,0.03587940181541531,629135963.87,166323554297.7101,127138338784.87744,169353180215.6901,258151986163.96707
ND,85+,34307.93,23314.924861694366,11660.345992706012,0.024811512494220114,0.020951026795246217,0.020060410087070737,0.0252565040793406,629135963.87,182015841777.9953,153695538679.41013,147162025259.86868,185280274688.67325
NE,00to04,251839.69,0,NaN,0.07222528542041164,0.06661674039624021,0.06566689975236882,0.06538773054822612,629135963.87,NaN,NaN,NaN,NaN
NE,05to09,263217.43,0,NaN,0.07059360765596348,0.06566206476911719,0.06663004022907745,0.06534471680040069,629135963.87,NaN,NaN,NaN,NaN
NE,10to14,266272.61,0,NaN,0.0671867958940855,0.07217381649879079,0.06737513337156169,0.0673949016990316,629135963.87,NaN,NaN,NaN,NaN
NE,15to19,261318.95,3405.6225906873187,3748.5695345660765,0.07059470274171144,0.07005938804030659,0.06595403233042316,0.06791429003072166,629135963.87,166487716611.1978,165225251881.6362,155543345570.39407,160166338738.68155
NE,20to24,262465.26,19429.08691684716,9781.026273436286,0.0707841525761071,0.0640268289625508,0.06961191625046373,0.06594286740151002,629135963.87,435577035131.42487,393995199679.60187,428363567079.4044,405785724988.8137
NE,25to29,246936.1,37611.85351902395,16635.585753661664,0.07067464400131192,0.06468039530418983,0.06496699005177412,0.062062895205355344,629135963.87,739684024101.0782,676947945831.3723,679947459435.9324,649553071282.6597
NE,30to34,256825.57,45921.420458096596,18261.579191859335,0.06356972766860076,0.06615004554399403,0.060559455079426575,0.06681405440483842,629135963.87,730353632708.8324,759998946649.1633,695768562085.144,767627755226.0497
NE,35to39,222727.91,49788.089528002885,18443.070247277814,0.060427379114853144,0.06720360522240791,0.06224829535352527,0.06344710570555771,629135963.87,701150891427.2644,779776789909.3795,722279344500.3767,736189379310.6267
NE,40to44,230306.17,52849.73083414673,18957.90193372119,0.06049089408823435,0.05996096066486143,0.06315012782015081,0.05866651859292694,629135963.87,721480816213.3368,715160248389.0933,753197757288.9076,699721311063.4531
NE,45to49,211965.94,46398.86071671873,16662.163152012403,0.07035433142003601,0.05621720789391993,0.06327817434602737,0.05947755449500759,629135963.87,737507998625.2257,589311839730.3918,663330299309.8483,623489290472.3647
NE,50to54,263554.45,49956.241592762555,18448.363077869908,0.07130924619224997,0.055557900820379376,0.05573785633241318,0.05956898296107195,629135963.87,827652811565.8167,644834369651.2006,646923028463.9722,691389109582.3379
NE,55to59,259662.8,50268.61700555983,19488.515427467235,0.06443813066672653,0.06350853541264817,0.05136134454130578,0.05866584423975272,629135963.87,790071147678.5548,778673449116.1185,629737641489.6016,719297571305.3434
NE,60to64,213259.32,44604.37559677738,18301.924243743993,0.052284869035957686,0.062245618173574234,0.049083398121964605,0.04996930712119236,629135963.87,602028830659.1846,716720868076.0654,565165817969.6981,575366527442.8105
NE,65to69,168111.88999999998,44287.37087252722,19205.915873650294,0.03768956618725638,0.053496926015034474,0.052778236011056814,0.04361140764030633,629135963.87,455408018157.33405,646410439774.5492,637726413305.3982,526962412457.7727
NE,70to74,133680.8,39054.16449886147,17943.03514516491,0.029727197713898992,0.042192540899801914,0.05028116350165602,0.0405109197386686,629135963.87,335578703060.99054,476295084732.5681,567604380294.2856,457311921444.7218
NE,75to79,87733.45,29269.02059683211,13999.826205538491,0.02542515335307043,0.02863325024288691,0.040683210397956956,0.04100928588597012,629135963.87,223939517063.50522,252195774094.56366,358329342702.3216,361201348479.3525
NE,80to84,69880.47,30813.340087684584,15105.132331868517,0.02070150097928043,0.019349204190833278,0.027490440247908175,0.03347281833845116,629135963.87,196730131251.43942,183879008767.69403,261246656633.4367,318098284354.8371
NE,85+,71110.34,25268.209918323268,12637.23010096645,0.021522815290244263,0.02226497094846296,0.023143286260939554,0.03073879919101068,629135963.87,171117916499.7714,177018451733.67566,184001529192.36505,244389927727.28992
NH,00to04,121517.7,0,NaN,0.053025135399971134,0.04998298700975888,0.0496837034796088,0.04787293228088625,629135963.87,NaN,NaN,NaN,NaN
NH,05to09,138859.27,0,NaN,0.059064012092945525,0.05555863962320975,0.05540104503348752,0.05453219138906699,629135963.87,NaN,NaN,NaN,NaN
NH,10to14,160445.36,0,NaN,0.06427795544144568,0.056076055566850094,0.05436889828012005,0.055868890600142565,629135963.87,NaN,NaN,NaN,NaN
NH,15to19,172372.89,5199.191532894471,4725.268864449111,0.07111441962217141,0.059975542685463144,0.05802771915588146,0.05981768674360829,629135963.87,211411548130.62827,178297487295.46313,172506926252.26025,177828207376.89725
NH,20to24,200802.49,21786.454353512647,10910.972616890069,0.0642217445137375,0.05709615286752886,0.051233603727481085,0.051351808137816826,629135963.87,440849219490.68427,391935700566.1327,351692318325.66736,352503730759.74915
NH,25to29,167464.25,32668.867552935983,14504.1316713879,0.05554323303987178,0.06016584680346606,0.05219143104582378,0.05220213664397192,629135963.87,506835937236.55676,549017615383.9569,476250506534.9413,476348195876.63293
NH,30to34,142096.52,45538.176152090076,18103.31980771012,0.054198728417662385,0.06443089589057888,0.058918485293114,0.05465468449168055,629135963.87,617293683337.8136,733832438623.955,671049116189.575,622486772042.8099
NH,35to39,142226.74,48877.927526322266,18091.20121530378,0.06240324504166445,0.05984748128929593,0.06668027940152195,0.05979630416949034,629135963.87,710262834100.7124,681173577527.0013,758943292047.2546,680591088489.2925
NH,40to44,149736.39,58467.824336615835,20948.716431053148,0.07370164151101051,0.05534287711051488,0.0676705117588419,0.06397121863258025,629135963.87,971357484045.5303,729396479749.7715,891869661224.875,843114491187.9144
NH,45to49,174235.76,63362.83949553788,22751.4937500503,0.08626402424665963,0.060920169586866094,0.06009418675601663,0.0692168379782609,629135963.87,1234764519453.3372,871998084738.7295,860175145777.5897,990754795300.6183
NH,50to54,232156.67,60506.8186704667,22384.85355570305,0.08537756272455886,0.07045007990165851,0.05441250467432149,0.06878032209201296,629135963.87,1202382155322.768,992156676902.3163,766297637915.6051,968641283279.4537
NH,55to59,217040.27,66017.36259252558,25589.525698359153,0.07314181105532219,0.08059172249339225,0.05854023784260021,0.0596971504513234,629135963.87,1177531294245.1978,1297469585779.263,942456319273.8005,961081791925.1135
NH,60to64,181745.09,50192.0226134525,20529.128821131962,0.06225284282968849,0.07835456784767593,0.06650200082653321,0.05309818783054633,629135963.87,804033641595.1046,1011997294557.8142,858914122913.2477,685795658204.621
NH,65to69,149238.16,46505.89265758402,20203.694807909105,0.04343129733301936,0.06482779239398537,0.07150276560097014,0.05306740258725788,629135963.87,552049618054.0428,824017706769.6724,908862430176.896,674532908947.7415
NH,70to74,107403.56,45930.809364083645,21102.162239319056,0.030069807895356522,0.050625098134366386,0.06378343262125113,0.055311982805653526,629135963.87,399210654041.8027,672105342590.8901,846797091034.7253,734329028939.4808
NH,75to79,70923.23,33663.481215509506,16123.376667642018,0.024135756986486588,0.032981166613058596,0.04927893603934253,0.05553462924199191,629135963.87,244828198088.1366,334554229943.5943,499875480224.9538,563331956665.8777
NH,80to84,51874.79,31591.84205151076,15486.76493484991,0.01896814967298913,0.0202441589174316,0.03411707900425425,0.04391923814950733,629135963.87,184812008226.63788,197244524578.8776,332412280285.92773,427917469132.6292
NH,85+,32367.95,32664.268878888837,16336.174316923949,0.018808632175438864,0.02252876526489873,0.02759317945882987,0.041306395774201844,629135963.87,193309004458.49408,231543322471.03235,283593724481.2706,424533701887.50543
NJ,00to04,1042122.7,0,NaN,0.061536228712493576,0.06004328347144524,0.06052365617961999,0.05971742653429406,629135963.87,NaN,NaN,NaN,NaN
NJ,05to09,1133659.26,0,NaN,0.06423530583967459,0.06173930467926703,0.06234400866667641,0.0625162234555281,629135963.87,NaN,NaN,NaN,NaN
NJ,10to14,1128944.7,0,NaN,0.06680414936758791,0.06309549735898132,0.06226179520897545,0.06347916432265752,629135963.87,NaN,NaN,NaN,NaN
NJ,15to19,1140933.53,2686.3958214771983,2535.041239563576,0.06802845894183893,0.06292484115101105,0.06116454921438618,0.06247145329240346,629135963.87,108497610488.72614,100357923896.29591,97550459610.65547,99634822123.17505
NJ,20to24,1222210.84,15159.579139554733,7563.129361681679,0.06156102427986507,0.06098092689882986,0.05824768435254972,0.05813675342448088,629135963.87,292921923838.23425,290161683201.3362,277156268260.00684,276628432649.03064
NJ,25to29,1304443.97,38973.463422112705,17248.6028924956,0.06291465752430592,0.06913043669336331,0.06466816069970653,0.06357948424786483,629135963.87,682732021245.775,750183894031.8339,701760540422.5605,689946532309.0869
NJ,30to34,1133503.54,45728.64778449786,18176.197713960624,0.06331536754196536,0.06740043108118152,0.06752126527512149,0.06523400694800771,629135963.87,724030201448.6692,770744127183.5063,772125902401.3832,745970418012.1041
NJ,35to39,1086379.53,52117.39061490959,19283.905256600807,0.06692289511224771,0.06503141927854209,0.07226539975422687,0.06837549105121925,629135963.87,811921835703.1707,788974075769.6737,876738161549.3993,829545017714.7466
NJ,40to44,1082907.7,58575.21678263007,20987.627730582888,0.07392241080249602,0.06132071296985691,0.06601618924602197,0.06689246333762312,629135963.87,976076790416.4131,809683072452.5432,871682476467.663,883252862140.5587
NJ,45to49,1263316.15,62127.5767898123,22311.50044024798,0.08013244927657226,0.062194459092412134,0.061120925341713817,0.0686982917469469,629135963.87,1124816572957.6782,873021590689.5591,857952432498.1356,964315677212.6682
NJ,50to54,1368233.9,56821.22410365998,21001.61394483045,0.07673886878072006,0.06726275451099133,0.05642810109785724,0.061445139090714064,629135963.87,1013940745646.1793,888734073706.1426,745577199815.7737,811866673771.2527
NJ,55to59,1344806.92,53437.10345862224,20673.24796010115,0.06433460185029528,0.07001952245346249,0.05496068487055399,0.054631006484902905,629135963.87,836754088647.7349,910693779288.9706,714834264263.107,710546373622.6357
NJ,60to64,1025769.97,49649.52861978846,20368.15640726195,0.0546573923661955,0.06423970678819241,0.05694459638343301,0.048319468309091076,629135963.87,700398393636.5493,823189425881.949,729707402907.5989,619182081690.2103
NJ,65to69,871649.55,42224.12662434369,18373.321917184734,0.03991995353902129,0.05176408196127122,0.056394911811406455,0.045228674502736495,629135963.87,461447421289.75494,598357463345.0273,651886696305.8761,522812612926.5312
NJ,70to74,719951.53,47456.33524335398,21801.184088807317,0.02962524343446361,0.04226876804282853,0.04972915854689145,0.04504027430221251,629135963.87,406337142019.5577,579754574547.3984,682080611546.1105,617768302097.644
NJ,75to79,436882.32,37592.68930727393,18025.767738941726,0.024535668878628427,0.02954454378717775,0.0383488774688401,0.04268792144099462,629135963.87,278250648223.8386,335054589337.9103,434901533239.05707,484109150275.9571
NJ,80to84,258868.38,31357.18151834882,15371.731043801707,0.02038616480134997,0.01927622643580486,0.027530656040440072,0.03309398213136315,629135963.87,197152741117.74655,186418628381.4226,266246464503.37643,320048883901.2973
NJ,85+,316328.66,29128.765220849262,14567.985221064977,0.02042915895027852,0.021763083345380862,0.023529379841579195,0.03045277537695942,629135963.87,187238214720.73416,199463956510.6571,215652493856.7408,279107099257.0488
NM,00to04,265984.85,0,NaN,0.07040718655347593,0.0643238409882013,0.06222980412891605,0.06136906035572701,629135963.87,NaN,NaN,NaN,NaN
NM,05to09,274797.63,0,NaN,0.06959472683045038,0.06532041380627575,0.064501681709586145,0.06309288456377536,629135963.87,NaN,NaN,NaN,NaN
NM,10to14,284985.24,0,NaN,0.06880946241196127,0.06855860757932944,0.0647028114061413,0.06471612327206072,629135963.87,NaN,NaN,NaN,NaN
NM,15to19,278225.11,2647.0353140752823,2821.7514769129143,0.07277706309164964,0.06532465426132934,0.0633367677778147,0.0646607718815644,629135963.87,129198597306.3942,115968594245.97058,112439568281.41637,114790026870.50441
NM,20to24,310340.57,16374.893207948802,8268.85249641007,0.06913920547946537,0.058347965648256346,0.06005452359704734,0.05859624239024398,629135963.87,359678220761.9429,303539682353.98486,312417593553.4504,304831275686.5291
NM,25to29,281084.51,26667.297229126714,11793.247169934652,0.06783188833996462,0.06194434992206259,0.057436831966192946,0.05757475941510927,629135963.87,503282489064.8044,459599568510.15686,426155786951.77435,427179147372.6587
NM,30to34,252355.15,29391.93479348553,11680.035490395869,0.06195041810352572,0.06481710445341647,0.05650633554256171,0.060128452836908805,629135963.87,455232139793.26117,476297498206.1147,415227222485.0795,441843737061.8224
NM,35to39,231160.43,40687.751930352046,15120.884142877243,0.05987968991525263,0.06391376745154474,0.060293208335788176,0.05779896343327254,629135963.87,569641000280.6293,608017551098.3668,573574839067.0645,549846857789.527
NM,40to44,228066.47,38248.141928274636,13715.538039193409,0.06081064346518685,0.05721707955449534,0.06184110700013861,0.05573752122293404,629135963.87,524731287056.24506,493722645994.00183,533623093262.32996,480955628522.14404
NM,45to49,245183.72,40219.32981948026,14434.995759985915,0.07033822703125857,0.054452960902987485,0.06004025927479722,0.058557080078131,629135963.87,638781882105.8329,494518646828.95306,545260115877.4318,531790512807.6015
NM,50to54,259887.31,44045.84041617126,16312.75390098849,0.07147023158258704,0.055797210935739694,0.05423314160910929,0.060600918786311464,629135963.87,733494709158.1476,572643436307.5104,556591486419.6152,621943602470.5974
NM,55to59,252481.02,43889.316264778994,17002.757369474763,0.06643375830852975,0.06447976197459127,0.05156555447650452,0.05878190126185222,629135963.87,710644978284.6821,689742989331.2471,551599115784.0027,628792710353.0714
NM,60to64,238131.14,39995.285674562634,16361.785615209199,0.05834218394806862,0.06544865882323529,0.052783020239301516,0.053040717028753646,629135963.87,600562059229.768,673714603342.5083,543337207868.2842,545989883926.2807
NM,65to69,215995.49,35476.19647317474,15464.318673565225,0.04268205920903428,0.06474945462734585,0.0629082489853832,0.05140256730514802,629135963.87,415260541955.51855,629957741452.7527,612044358947.273,500103752082.3904
NM,70to74,168174.47,32983.002947793444,15127.363052603745,0.03200498839586068,0.05264861384367887,0.05912101606610661,0.04871652721507728,629135963.87,304596855719.29065,501065710020.3096,562664650207.9279,463643380454.87177
NM,75to79,111400.77,30413.604005048346,14578.495728350104,0.02439321690829209,0.03337075873269409,0.050674994557478155,0.05030441929428886,629135963.87,223731071928.53656,306071792433.25824,464783750947.72003,461384888010.73047
NM,80to84,81795.2,27805.879121036567,13630.832702069405,0.01759827581769239,0.021194953227464938,0.03490105929545219,0.04004372807441572,629135963.87,150916602459.50684,181760438551.6785,299299166899.7548,343400879347.942
NM,85+,96184.09999999999,27059.85245272774,13533.272956361974,0.015536774607744155,0.018089843267351177,0.022869634031680217,0.0348773615844256,629135963.87,132284274141.22377,154021786784.32303,194718209804.5188,296955228973.7843
NV,00to04,365461.11,0,NaN,0.06942212903959229,0.06814473652217472,0.06913008249539579,0.06876120630969543,629135963.87,NaN,NaN,NaN,NaN
NV,05to09,376735.58,0,NaN,0.06779246161246354,0.0671887238545015,0.06785687104631878,0.06858966228984813,629135963.87,NaN,NaN,NaN,NaN
NV,10to14,376066.24,0,NaN,0.06782800991353247,0.06446672105182732,0.06419225939537881,0.06548301807359994,629135963.87,NaN,NaN,NaN,NaN
NV,15to19,352456.45,2324.410129169036,2489.807499771383,0.06761583099152728,0.06166836682583234,0.061999777077593396,0.0629649456356101,629135963.87,105915293125.9831,96599022051.16936,97118152163.82932,98630018678.50887
NV,20to24,358279.05,17749.953094976947,8964.30706019485,0.0657306601504656,0.06799931871881841,0.06556072693037031,0.06564506883540722,629135963.87,370705671286.5,383500379198.6971,369747287356.001,370222956129.94476
