stabbr,agebrk,wtdn,rtax,popgroup,totpop,share2010,share2020,share2030,share2040,tax2010,tax2020,tax2030,tax2040
GA,"(54,59]",1217789.52,1651.5124460050533,55to59,20069988.56,0.059204329469686824,0.06132348560661812,0.05238414917517306,0.04903756653663533,1962376989.0544918,2032618190.6114964,1736316412.2176354,1625391133.2615044
GA,"(59,64]",1151175.78,1282.192440455601,60to64,20069988.56,0.051199810728150566,0.05524788462338336,0.050056930691166845,0.0441129333442969,1317554815.0733945,1421726279.3148513,1288144411.5120542,1135184035.0228875
GA,"(64,69]",981028.92,706.8392022834454,65to69,20069988.56,0.03674852928774389,0.05276171213455285,0.05470526474402589,0.047746675015355906,521323996.45820826,748491086.9381709,776062819.2859792,677346493.0172935
GA,"(69,74]",685922.03,245.57669670857484,70to74,20069988.56,0.02584960464624404,0.04262336412482044,0.04603963813893732,0.0426207817411786,127405502.01954974,210078690.8891414,226916554.05035403,210065963.0393813
GA,"(74,79]",418405.15,315.9780722799659,75to79,20069988.56,0.018862669833446758,0.027417909017839005,0.03940489067699271,0.041744697467141656,119620946.15958706,173875503.7007436,249893061.14762428,264731358.40562698
GA,"(79,84]",242776.68,36.062536332608225,80to84,20069988.56,0.013320873487107764,0.01602699830591283,0.02645348465853931,0.029194968640423483,9641311.100507291,11599935.756777363,19146362.70153859,21130579.425162893
GA,"(84,1e+09]",239404.91,73.66026339681167,85+,20069988.56,0.011749285404834381,0.012758007454503976,0.016337643020782968,0.024413064047771927,17369681.134112984,18860936.112777513,24152928.452755272,36091313.080368005
HI,"(-1,4]",188226.56,0,00to04,2751405.36,0.06425563165799335,0.058592345615471504,0.05742438082249749,0.0566469176329406,0,0,0,0
HI,"(4,9]",168206.35,0,05to09,2751405.36,0.061281289949797875,0.05861996654665968,0.058116279017971256,0.05731820310121858,0,0,0,0
HI,"(9,14]",173333.31,0,10to14,2751405.36,0.05994188051026942,0.06052272975902162,0.056680270299124674,0.056838375788377235,0,0,0,0
HI,"(14,19]",162986.83,100.41086618924977,15to19,2751405.36,0.0632168909675138,0.0569104124743984,0.05591046687416547,0.05671522539165512,17464993.395922683,15722696.304938098,15446440.338580552,15668771.77529249
HI,"(19,24]",198263.31,492.304887884652,20to24,2751405.36,0.07044690844158756,0.06309725849801691,0.06543081833095567,0.06269747724303944,95422472.53831178,85467148.94184636,88628026.45941323,84925633.11569692
HI,"(24,29]",180249.38,1453.4547596646378,25to29,2751405.36,0.07152975701701314,0.06882419823563103,0.06363315822459518,0.06396452419745671,286050589.55952644,275230943.0686509,254471749.72719,255796896.5730609
HI,"(29,34]",214800.71,1859.030226115314,30to34,2751405.36,0.06471435366143229,0.06549611741504707,0.06024872002910452,0.06392547980680754,331010406.8354908,335009086.0077668,308168933.16261065,326975359.88242453
HI,"(34,39]",169595.81,2220.3594048283385,35to39,2751405.36,0.06377706110632868,0.06568046193596254,0.0649044280668698,0.06140036526247652,389621003.17459035,401249085.87110865,396508210.5575021,375101509.7570633
HI,"(39,44]",149994.68,2946.928150437069,40to44,2751405.36,0.06588027208683961,0.058982289705798906,0.06130844254517991,0.05770412529511649,534170020.8345487,478239842.1106371,497100740.3934891,467876237.221692
HI,"(44,49]",165513.22,2247.1154231897003,45to49,2751405.36,0.07041603292212532,0.057145221225752274,0.060441513637335645,0.06111217916206381,435362996.7163373,353313211.89842814,373693282.7829574,377839823.5709467
HI,"(49,54]",186814.41,1997.684220123651,50to54,2751405.36,0.072026705854072,0.06092647198619581,0.056021662406066125,0.059581160419307236,395890400.19990695,334878641.07309926,307919654.06186557,327484218.01440585
HI,"(54,59]",169706.73,2785.452025405828,55to59,2751405.36,0.06861716634774215,0.06528784162708454,0.054415721658699866,0.05888899141799648,525875624.9083844,500359987.7699183,417037064.5603191,451319790.8118279
HI,"(59,64]",169380.85,2032.378972169345,60to64,2751405.36,0.060443975267238645,0.06684066995249907,0.05806801625952543,0.05463126551702899,337996568.4401176,373766235.2004213,324710447.07217497,305492486.1023341
HI,"(64,69]",147663.33,1033.3041388819418,65to69,2751405.36,0.04349772587096532,0.0629338062774744,0.05994050669700407,0.0510450270901563,123665711.32449852,178923237.10782868,170413171.02013758,145122979.61066684
HI,"(69,74]",119176.8,669.5523192665854,70to74,2751405.36,0.03039988943623507,0.05004125053356705,0.055392734894688524,0.04916883864986084,56002975.45527192,92186484.14036943,102045041.28919683,90579318.3836463
HI,"(74,79]",63426.77,271.9230309763527,75to79,2751405.36,0.02549068184173944,0.03329488730615501,0.048220518405389115,0.046925535022777166,19071375.794877954,24910251.981728237,36077168.63921482,35108300.29386226
HI,"(79,84]",56332.73,281.52561707856154,80to84,2751405.36,0.021834873311127465,0.01997693023053801,0.032917116287693046,0.03722951533947333,16913098.357539464,15473952.19822993,25497305.044430755,28837650.934257843
HI,"(84,1e+09]",67733.58,244.3818226139826,85+,2751405.36,0.022228903749978865,0.02682714067472613,0.03092524554313415,0.0442067936622476,14946569.429470077,18038393.849689327,20793932.74777683,29724358.79694111
IA,"(-1,4]",416848.19,0,00to04,6181423.55,0.06634912871283878,0.06151035645060018,0.06050424182398334,0.060126178288242495,0,0,0,0
IA,"(4,9]",413237.65,0,05to09,6181423.55,0.06586428699215949,0.06172520425747356,0.0624210137260955,0.06131473031619262,0,0,0,0
IA,"(9,14]",390626.81,0,10to14,6181423.55,0.06594897836923143,0.06912180214319442,0.06493335087894475,0.0650109456342634,0,0,0,0
IA,"(14,19]",397677.51,38.30608729020155,15to19,6181423.55,0.07117916329515109,0.06848268452958071,0.06503289094778425,0.06693949484754912,16854240.04285973,16215751.217177043,15398887.876358937,15850345.273519415
IA,"(19,24]",392546.42,570.1421179148698,20to24,6181423.55,0.07003451666007408,0.06406951179457133,0.06804530077544849,0.06506268614193587,246821940.73379192,225799534.24620295,239811367.2537913,229299768.5819856
IA,"(24,29]",416472.65,1256.4448147762164,25to29,6181423.55,0.06494417098466856,0.060623854924071297,0.05910322641768642,0.05712741359197649,504396539.2654109,470842296.6527449,459032156.5816686,443686773.97974783
IA,"(29,34]",457356.3,1758.7637267082362,30to34,6181423.55,0.060642965117328744,0.062706410149842,0.05812874689072482,0.06283748184768143,659289911.5597587,681722991.6435251,631956176.9863815,683147959.0393203
IA,"(34,39]",389664.31,2054.502839400329,35to39,6181423.55,0.058150806455583806,0.06445438533537155,0.06096710671597863,0.06049845932166619,738500834.251996,818554724.219149,774267149.7784075,768315443.9850559
IA,"(39,44]",308558.65,2118.5126507198875,40to44,6181423.55,0.06151613978016351,0.05955569265778962,0.062401428828816795,0.058878216291245546,805579932.6575181,779907046.3797963,817173168.1034544,771035206.116607
IA,"(44,49]",370049.7,2014.4549251009255,45to49,6181423.55,0.07106263058638931,0.05608519938654466,0.06299190468026175,0.06064694700680156,884886025.65707,698384070.133893,784387739.6759621,755187859.8111198
IA,"(49,54]",423618.77,2045.8924843161928,50to54,6181423.55,0.07328233249243768,0.05841916580854463,0.05730985361881622,0.061119760218627986,926767068.5485824,738799615.1599776,724770667.5103391,772952757.9386947
IA,"(54,59]",394353.04,1980.600986557654,55to59,6181423.55,0.06709428152661132,0.06569248109309146,0.05253665233207264,0.060059257189627964,821430832.4261291,804268682.8240826,643202745.0938586,735301496.7244822
IA,"(59,64]",439076.77,2008.1123048257596,60to64,6181423.55,0.05526506267326034,0.06574139623979756,0.0531049169279836,0.05302611024447744,686004819.0913378,816047471.092711,659190945.741358,658212718.9549079
IA,"(64,69]",333378.29,882.554947037673,65to69,6181423.55,0.04082419809903967,0.05828941989900705,0.05712901946192633,0.04668146189774327,222714205.51954848,317994778.77088034,311664276.9248429,254668191.49330774
IA,"(69,74]",235312.91,515.832674153747,70to74,6181423.55,0.032921639139233606,0.04606877819962041,0.0548569717648028,0.04527605586281399,104973288.02360459,146893995.8424223,174915856.18854588,144366337.06357506
IA,"(74,79]",164246.03,308.68646660324146,75to79,6181423.55,0.02737271263526411,0.031409357774295446,0.04489190195507401,0.04495479169136772,52230469.5464757,59932880.111824155,85659216.50480376,85779217.78125902
IA,"(79,84]",86829.15,326.09958486579677,80to84,6181423.55,0.023039665436234452,0.02184234427090388,0.030595768834257037,0.03722437832206914,46442428.01729843,44028916.31990196,61673716.384968504,75035399.94953717
IA,"(84,1e+09]",151570.4,121.60395148696578,85+,6181423.55,0.024507321044330028,0.02420195508570019,0.025045703419342646,0.03321563128571778,18421798.595701072,18192259.423398778,18826492.836332984,24967709.390501764
ID,"(-1,4]",248690.8,0,00to04,3269641.5500000003,0.07768142272621145,0.07026472698675333,0.06790867709809577,0.0679037654833387,0,0,0,0
ID,"(4,9]",236315.79,0,05to09,3269641.5500000003,0.07731333990821533,0.06962453392465186,0.06920604699111062,0.06791353599916135,0,0,0,0
ID,"(9,14]",228229.31,0,10to14,3269641.5500000003,0.07460853722484694,0.07663863437452052,0.07142160282452392,0.07098927282689795,0,0,0,0
ID,"(14,19]",238108.8,52.7959993977963,15to19,3269641.5500000003,0.07359040866761675,0.07243058402519321,0.06720343867926165,0.06869869166369096,12703470.213136889,12503256.651828416,11600925.948629057,11859042.489802178
ID,"(19,24]",238064.32,323.27319836580295,20to24,3269641.5500000003,0.06902924376523843,0.06108771356415866,0.06465092533275896,0.061962910376546686,72963046.50886267,64568948.503334284,68335218.73624435,65494020.577770546
ID,"(24,29]",223401.69,868.7682673566167,25to29,3269641.5500000003,0.06808830415251005,0.05864252184600271,0.0594668663149541,0.05674397953421617,193408969.36664826,166577650.19219416,168919250.7964017,161184725.27811298
ID,"(29,34]",202057.25,1343.859137571505,30to34,3269641.5500000003,0.06521572715175346,0.06447693607127035,0.058787743307035664,0.06398569510204354,286553840.44010973,283307638.4786916,258309680.05982727,281149156.2772142
ID,"(34,39]",192751.2,1477.6846346478776,35to39,3269641.5500000003,0.061779862233682196,0.06589685619272628,0.05847449223417793,0.06098234246116189,298489347.4976881,318380600.0200515,282519455.3885315,294636131.45107955
ID,"(39,44]",181756.35,1705.5138209418265,40to44,3269641.5500000003,0.0604523399732837,0.060133245200717576,0.06125313699723228,0.05743623464363884,337107568.338047,335328162.2323994,341573147.95986074,320288501.7150289
ID,"(44,49]",219732.89,1787.0198892516726,45to49,3269641.5500000003,0.06606352969095078,0.05467941525430977,0.0600901467352382,0.05483782940851587,386003554.2690647,319487147.17870724,351101588.49911976,320412747.5342459
ID,"(49,54]",217380.11000000002,1982.968006997512,50to54,3269641.5500000003,0.0669674696443312,0.05238113605496621,0.053683161201445076,0.05623762914639174,434189923.7580238,339618050.2392578,348059853.4324078,364621987.9754829
ID,"(54,59]",210507.7,1794.69861422404,55to59,3269641.5500000003,0.06187682685818031,0.056073703976475195,0.04781707153636561,0.054042770651388274,363094529.24285614,329041681.3859269,280591587.5269761,317124121.6622163
ID,"(59,64]",170308.41,2150.0770861898714,60to64,3269641.5500000003,0.053149372728189016,0.05645162210145844,0.04549347297035618,0.04794987605569627,373639100.46295184,396853852.05828595,319818267.7434335,337086735.68706566
ID,"(64,69]",154148.78,1144.7303506269072,65to69,3269641.5500000003,0.040462317122804424,0.0611317221929222,0.055454235179135704,0.04831693728179149,151444704.02192727,228807350.44805345,207557323.2244114,180843431.27652732
ID,"(69,74]",120672.8,466.79344271045335,70to74,3269641.5500000003,0.02941217748098664,0.048619186711908374,0.051691942300483004,0.04256341488743406,44890254.57196897,74204899.31391656,78894684.0365106,64962294.30766901
ID,"(74,79]",64171.44,632.6543269312641,75to79,3269641.5500000003,0.021866798674646686,0.0331573527000594,0.05014557424748376,0.04647738073580317,45232629.246281974,68587737.22597629,103728771.73411791,96140919.50269628
ID,"(79,84]",58472.31,372.6693365875232,80to84,3269641.5500000003,0.01633981507825428,0.020113747358505903,0.03328207396654077,0.0361548437933698,19909985.380918175,24508503.550709654,40554045.62089208,44054501.71424338
ID,"(84,1e+09]",64871.6,566.404769275307,85+,3269641.5500000003,0.016102506918298374,0.01819636146340006,0.023969392083800854,0.03680288994891321,29820885.80432216,33698579.979344234,44389889.584073775,68156764.9064891
IL,"(-1,4]",1690036.46,0,00to04,25499768.72,0.06512360419969959,0.0630950852635052,0.06211124481928391,0.06138287722532378,0,0,0,0
IL,"(4,9]",1656479.3699999999,0,05to09,25499768.72,0.0669807223837454,0.06508027410556531,0.06430589045671649,0.06400075926998437,0,0,0,0
IL,"(9,14]",1572992.72,0,10to14,25499768.72,0.06854284340786954,0.06399064792192291,0.06317080400666185,0.0632659775524624,0,0,0,0
IL,"(14,19]",1664392.47,106.4829045957712,15to19,25499768.72,0.07186645209682578,0.06549046344251093,0.06483662551961236,0.06517798097742031,195138218.45627147,177825563.79476002,176050204.5873558,176977083.45716867
IL,"(19,24]",1622525.76,541.1349407929399,20to24,25499768.72,0.06850512118187163,0.06633990960128938,0.0631062043978662,0.06337983049459754,945289551.047876,915412195.2002976,870790892.6286296,874566608.7454941
IL,"(24,29]",1927903.84,1420.4548060078762,25to29,25499768.72,0.07094529716073222,0.07190908469943029,0.06676954440179889,0.06725117387231687,2569728694.9014993,2604638302.628842,2418477630.8156843,2435922861.4402914
IL,"(29,34]",1773932.73,1700.110204232316,30to34,25499768.72,0.06747009812143315,0.0678511345425415,0.06695017920756126,0.06479299345423327,2924991829.2255254,2941510679.0480547,2902452087.661818,2808932871.3232
IL,"(34,39]",1721681.55,2056.2945749939468,35to39,25499768.72,0.06669897476601308,0.06641842740502313,0.06859485315250156,0.06479855174344691,3497363148.5240765,3482652637.527708,3596773600.1277013,3397714398.7637367
IL,"(39,44]",1507075.36,1985.3164688117586,40to44,25499768.72,0.06781427446442233,0.06160458913200169,0.06312503486982268,0.06336878461930973,3433105157.9527884,3118739150.023566,3195711883.9520116,3208051742.025
IL,"(44,49]",1570686.12,2371.7048790702943,45to49,25499768.72,0.07326950067619428,0.06034904169602539,0.06123258608970861,0.06433757101436528,4431187431.774077,3649784871.127465,3703219803.4877396,3891002851.645688
IL,"(49,54]",1678705.81,2330.5324175355,50to54,25499768.72,0.07254397133360227,0.060899799726425174,0.05637033342341328,0.05876493849527603,4311145859.0857525,3619155590.5089755,3349978296.5571456,3492284976.904614
IL,"(54,59]",1810217.09,2234.4503016527756,55to59,25499768.72,0.06295699229780731,0.06370791273930207,0.05346669215557331,0.055191812504523284,3587161360.8449035,3629947280.1603727,3046423362.8794518,3144717211.3099484
IL,"(59,64]",1534534.2,1450.1327947486866,60to64,25499768.72,0.0518625271147984,0.06048182221414622,0.05173473135792775,0.04871874072481733,1917775166.3841746,2236499899.112238,1913049528.384443,1801524073.301556
IL,"(64,69]",1200092.73,1471.661805411845,65to69,25499768.72,0.037804840790383515,0.05398279636479483,0.05468165633898934,0.04688917028330212,1418703608.9172595,2025814324.85919,2052040468.040562,1759611565.85476
IL,"(69,74]",765154.2,751.3030842268656,70to74,25499768.72,0.028406628761545028,0.04177794909280838,0.048770273095937615,0.04262392760404427,544215752.9514887,800384241.761572,934343568.7970682,816591544.5125507
IL,"(74,79]",738612.89,783.8967236687948,75to79,25499768.72,0.022554228038026498,0.02869454579770245,0.041015139952807866,0.042449387499498115,450840640.25584584,573580588.8579118,819859226.6306188,848528666.3979657
IL,"(79,84]",515868.92,677.9008882659765,80to84,25499768.72,0.018345238176887935,0.018669035878170127,0.027484395527772928,0.03278198203541857,317121581.76020956,322718851.1012145,475103942.4754492,566679696.1733563
IL,"(84,1e+09]",548876.5,562.6774740104012,85+,25499768.72,0.01830868502814203,0.01965748037683507,0.022273811226044066,0.03082354062965984,262695675.8043382,282048387.65131366,319587883.22427577,442260644.27591914
IN,"(-1,4]",825280.38,0,00to04,12989598.29,0.06694760265658946,0.06320246114103868,0.06260378939759483,0.06222176895135025,0,0,0,0
IN,"(4,9]",904812.08,0,05to09,12989598.29,0.06860496356921449,0.06403459848610142,0.06396916174252915,0.06371069273508895,0,0,0,0
IN,"(9,14]",896338.25,0,10to14,12989598.29,0.069738557716599,0.06811282322338184,0.06553568084705279,0.06606309029362305,0,0,0,0
IN,"(14,19]",912813.26,96.34280430333581,15to19,12989598.29,0.0733389144208907,0.06969807418785723,0.06630250003670118,0.06740627246486029,91780301.71854477,87223956.45852216,82974550.49769408,84355871.27786909
IN,"(19,24]",821315.88,547.1495202794812,20to24,12989598.29,0.06971619429464379,0.067243066601666,0.0669350211518235,0.06554156041652465,495490594.30852336,477913451.3965704,475724094.6113819,465820417.3544054
IN,"(24,29]",822861.01,1271.0963418016975,25to29,12989598.29,0.06470432008873805,0.06438689984895375,0.0623639750995827,0.06037502917529714,1068335026.2711562,1063094090.8939837,1029693517.9136944,996853970.3632464
IN,"(29,34]",897608.54,1609.2806348417876,30to34,12989598.29,0.06289750982525376,0.06403041819265215,0.06294339315873002,0.0637632556212498,1314803820.6111798,1338486034.0087557,1315762961.6379797,1332901291.9326382
IN,"(34,39]",868805.67,1538.4150371994808,35to39,12989598.29,0.06431581346870247,0.0629943032560776,0.06388744014027639,0.06297471340944259,1285248198.3031175,1258839939.926011,1276687845.5863063,1258448468.3153017
IN,"(39,44]",819710.84,1717.9968789208035,40to44,12989598.29,0.0653658146871234,0.05978151231331844,0.06202542623247911,0.062050889055246555,1458709359.0752285,1334089568.5078514,1384164951.9557018,1384733182.5829363
IN,"(44,49]",737906.34,1757.745979005818,45to49,12989598.29,0.07309692677228577,0.05996420952476775,0.059858467832275095,0.06178090197657728,1668979306.1181555,1369127666.8353024,1366713328.7179978,1410607141.3020828
IN,"(49,54]",813478.34,2172.333078023368,50to54,12989598.29,0.07292357169450887,0.05994957772554591,0.055879475455691253,0.059002392029848125,2057737951.0018625,1691641239.8061512,1576792176.4576893,1664913805.7626235
IN,"(54,59]",910997.32,1769.399023525931,55to59,12989598.29,0.06454777613505162,0.06490036581138756,0.054261289810468724,0.0551236585849593,1483552049.503812,1491655893.947153,1247129684.8184872,1266950181.1923172
IN,"(59,64]",774351.58,1550.55785269447,60to64,12989598.29,0.05407753043661728,0.06228873888630894,0.0521888477303734,0.04950605713038465,1089182226.232077,1254565190.7846692,1051142034.3441757,997107617.1912866
IN,"(64,69]",646220.3,1304.6890028161138,65to69,12989598.29,0.03995448966516868,0.056611557286083955,0.05697808399699608,0.04867340807581693,677124160.3852855,959417915.650688,965629585.3144734,824887036.5414733
IN,"(69,74]",503667.51,654.7102114287459,70to74,12989598.29,0.029809361852814135,0.04421235886241904,0.05097688019169609,0.043639761662032005,253511411.90909848,376000585.80205655,433528934.1626017,371130977.2058695
IN,"(74,79]",388354.61,899.4623268459977,75to79,12989598.29,0.023418821240994096,0.030156137686999977,0.04277126648910488,0.04398410878194425,273617411.5569289,352333887.84007955,499724691.74813664,513895121.82138807
IN,"(79,84]",216799.83,343.8295536370116,80to84,12989598.29,0.018763373711905455,0.019173803840719515,0.02846663719005206,0.03353564624186198,83801125.68821332,85634191.92347959,127137916.54486345,149777164.21895754
IN,"(84,1e+09]",228276.55,360.5486310956601,85+,12989598.29,0.01777845776289899,0.019259093124720218,0.0220526634965727,0.0306467933938922,83263306.97563271,90197687.80294894,103281044.6684129,143530636.92057532
KS,"(-1,4]",408547.62,0,00to04,5705329.2,0.0720236597294609,0.06716907013947468,0.06622307747386691,0.06614572250193042,0,0,0,0
KS,"(4,9]",409884.68,0,05to09,5705329.2,0.07095640628954007,0.0657523261536651,0.06653640785835954,0.06577519626887485,0,0,0,0
KS,"(9,14]",368733.6,0,10to14,5705329.2,0.06970759709202354,0.07206818365930133,0.06809466458127161,0.06835719777468409,0,0,0,0
KS,"(14,19]",419157.69,64.83248567750242,15to19,5705329.2,0.07143798468903144,0.07025010979192271,0.0659541116005027,0.0679549733958208,26424244.28042677,25984860.434529908,24395810.769530278,25135910.886869904
KS,"(19,24]",388848.06,272.0158734743334,20to24,5705329.2,0.07165984722678838,0.06729744500857585,0.07049160486053599,0.06781691808321952,111211790.88651156,104441603.92645139,109398748.70503373,105247795.02487239
KS,"(24,29]",383070.64,738.1216321554687,25to29,5705329.2,0.06932170348369748,0.06509473441629275,0.06485433790239799,0.061996195696621216,291929422.5398102,274128696.69308746,273116332.426846,261080047.08274314
KS,"(29,34]",356033.82,911.63598621204,30to34,5705329.2,0.06306679219015827,0.064521685300032,0.06139086582082014,0.06547473108267585,328021953.38159615,335589119.2907682,319305152.9498182,340546085.20624274
KS,"(34,39]",344171.83,913.8572867332285,35to39,5705329.2,0.06042091494288004,0.06579825883377018,0.06259885535242798,0.06350248281117364,315025989.9372481,343062690.2100284,326381459.0523848,331092843.09870297
KS,"(39,44]",347509.35,1203.8731291952577,40to44,5705329.2,0.06108580156866979,0.05894284694504058,0.061095809985472774,0.059188948645479876,419567370.975041,404848503.1781737,419636113.7109602,406538850.86608493
KS,"(44,49]",354907.7,1409.4318954665396,45to49,5705329.2,0.07074015165163165,0.05535325589186733,0.06107249080180041,0.05916008188690211,568840867.8573012,445110639.22112495,491100568.18915355,475722366.11508864
KS,"(49,54]",397245.21,1464.6040293787808,50to54,5705329.2,0.07165283735197774,0.0553842011874516,0.05414421794543527,0.05714306705004386,598734557.9405382,462793051.05484957,452431691.3976548,477490218.8661227
KS,"(54,59]",362784.23,1387.8250887000793,55to59,5705329.2,0.06396931357202891,0.06271087422473229,0.049715910490578996,0.055850749036278347,506508961.08931947,496544639.59202194,393650529.7002843,442226175.1890238
KS,"(59,64]",376781.97,1083.1308437736816,60to64,5705329.2,0.05213068649806983,0.06188794643842254,0.048465637920975815,0.048242662173487064,322147730.22073895,382443869.6754678,299499129.9514273,298121225.0019033
KS,"(64,69]",284436.04,1116.529624425899,65to69,5705329.2,0.037767453011056676,0.055653743946926196,0.05461380420010941,0.04423804420643856,240585060.98224732,354523758.2593076,347899166.25061345,281803820.87257934
KS,"(69,74]",164183.1,690.3881851799606,70to74,5705329.2,0.028962699755145073,0.043163072676102865,0.051293444055270664,0.04104220342464612,114080942.66373314,170014676.14490253,202039329.8886175,161660801.4882511
KS,"(74,79]",123436.23,531.981930297936,75to79,5705329.2,0.024347398179815908,0.02916784559863952,0.04302470677414777,0.043138685716963575,73897568.32570356,88528262.73757246,130585666.07629143,130931607.21760832
KS,"(79,84]",79689.45,199.42634124165744,80to84,5705329.2,0.019958165067130065,0.0191115151023247,0.028510531138988444,0.03461750487055739,22708259.067943797,21744946.725551672,32439080.701617144,39387552.22448228
KS,"(84,1e+09]",135907.98,178.28834040377907,85+,5705329.2,0.020790587700894248,0.02067288468545788,0.021919521237037616,0.030354635374202705,21148054.29901148,21028327.53623706,22296398.350935902,30876543.095158495
KY,"(-1,4]",581884.36,0,00to04,8699148.79,0.06507101150928235,0.059412116654693974,0.05850310723417834,0.0582646846582295,0,0,0,0
KY,"(4,9]",535245.52,0,05to09,8699148.79,0.06519107510381122,0.059807892144831204,0.059457159776843176,0.05909127374627979,0,0,0,0
KY,"(9,14]",558607.55,0,10to14,8699148.79,0.06548282272506566,0.06621376708931688,0.0620225445631185,0.06232623535528361,0,0,0,0
KY,"(14,19]",526940.21,61.54758383403688,15to19,8699148.79,0.06839592041880763,0.06538812886471747,0.06154362578146201,0.062437592529711185,36619968.46245988,35009562.00578842,32951170.499386072,33429810.656970244
KY,"(19,24]",596976.95,528.174318596522,20to24,8699148.79,0.06682264947859906,0.06306010049709702,0.06541681252181195,0.06253282796802961,307027821.3780068,289740161.79502994,300568468.7270278,287317520.1138753
KY,"(24,29]",607252.24,1201.7320227683474,25to29,8699148.79,0.06574599474992551,0.06291247876151042,0.06170485327378467,0.059268085721656,687311631.8516403,657689926.2970598,645065354.2939819,619591275.0125427
KY,"(29,34]",517109.81,1723.0730532942316,30to34,8699148.79,0.06473755273522613,0.06315848842900662,0.06114719092147787,0.06473343285371715,970368583.7169863,946699564.2733381,916551685.1621743,970306829.7053494
KY,"(34,39]",533940.15,2152.3640708299044,35to39,8699148.79,0.06577249631109791,0.06386690366275045,0.06269850323689682,0.06275626785929472,1231506811.1070406,1195826998.7651846,1173950178.4642904,1175031747.9639118
KY,"(39,44]",611675.85,1960.896969727479,40to44,8699148.79,0.06711831472193985,0.061974363373384744,0.062029936923308,0.06128631797072124,1144913240.042164,1057167026.0692385,1058115007.1585563,1045430255.0474523
KY,"(44,49]",540340.8099999999,1723.432962140746,45to49,8699148.79,0.07458276748659425,0.06205898780663745,0.06182299490424712,0.06193679936976622,1118174665.9070842,930413154.3481747,926875054.4133047,928581256.4556655
KY,"(49,54]",614702.83,1709.0989417391165,50to54,8699148.79,0.07361788021156081,0.06275644880578382,0.05944881563507434,0.06072253302065585,1094528998.6676238,933044429.8848993,883867512.3766451,902804767.9811217
KY,"(54,59]",544164.39,1576.1325270721222,55to59,8699148.79,0.06637534921568053,0.06843346150516808,0.05841824654066158,0.05938971986146643,910073167.5024246,938291968.4955968,800973242.2867277,814293124.0298147
KY,"(59,64]",524966.02,992.0662085682421,60to64,8699148.79,0.05783470261906863,0.06563428798551604,0.0574010248087403,0.055490916822804985,499121092.21263754,566432540.0218877,495378395.6557766,478893912.4474238
KY,"(64,69]",446014.01,791.8940667222762,65to69,8699148.79,0.04278596394358901,0.059332689273637856,0.061233995951243035,0.0534088906394663,294744132.9220172,408731285.73068494,421829015.3704433,367923396.1541981
KY,"(69,74]",372279.18,322.6624797766021,70to74,8699148.79,0.03218211319761615,0.047588613099369896,0.05406076641362175,0.048307216430902133,90331616.97353539,133575950.8518687,151742566.28159451,135592990.58140036
KY,"(74,79]",290972.06,154.46681755959662,75to79,8699148.79,0.02428741334853678,0.031526216634878854,0.04376243178130307,0.04614673315016412,32635721.78735057,42362717.68996906,58804884.977121696,62008741.84794966
KY,"(79,84]",135576.04,233.6479955966408,80to84,8699148.79,0.01804710226168932,0.019669933335408323,0.02911576844492203,0.03379468121127766,36681433.37596129,39979900.30144826,59178925.50924968,68688996.67869975
KY,"(84,1e+09]",160500.81,134.11002466716522,85+,8699148.79,0.015948869961909192,0.017205122076290942,0.02021222128730541,0.028105790830573588,18606638.4369285,20072236.246287655,23580447.667971436,32789425.784861173
LA,"(-1,4]",710806.46,0,00to04,9160770.9,0.06932146755218853,0.06573902750293346,0.0640147426143097,0.06321482404729127,0,0,0,0
LA,"(4,9]",608091.04,0,05to09,9160770.9,0.0675792765297002,0.06623590641085815,0.06627745949215974,0.06426203074923706,0,0,0,0
LA,"(9,14]",543982.14,0,10to14,9160770.9,0.06768383446141195,0.06954843760708693,0.06711883165163096,0.06632168412014192,0,0,0,0
LA,"(14,19]",603764.06,34.255668035275235,15to19,9160770.9,0.0720829881156896,0.067296517526964,0.06712341127444967,0.06815548584545023,22620241.898364823,21118207.57117223,21063885.38769519,21387758.982054442
LA,"(19,24]",657709.46,177.15580184590928,20to24,9160770.9,0.07462634877526045,0.06508698941848988,0.0680609631111393,0.06665143890082803,121109886.0862488,105628615.14113624,110455028.61374171,108167534.7278932
LA,"(24,29]",708457.72,602.4395546462956,25to29,9160770.9,0.07343871184628131,0.0649324408875752,0.06169117203571651,0.06243942273534007,405294351.75808495,358349852.22351164,340461902.8687156,344591356.866918
LA,"(29,34]",658749.28,715.0962793597892,30to34,9160770.9,0.0651850322453132,0.06898055242419077,0.061225189984233194,0.06496635145420715,427016272.5059323,451880092.05435133,401076006.40812075,425583731.1222702
LA,"(34,39]",526051.65,841.1462869629817,35to39,9160770.9,0.06098749451842911,0.07076581240308592,0.0636739303730782,0.06138713711679949,469942092.52960235,545289394.5366831,490642554.10699755,473021557.9253384
LA,"(39,44]",495856.11,907.8977660099822,40to44,9160770.9,0.06355534026327422,0.06250408523175988,0.06731140720150201,0.06062427704107423,528592525.49835086,519849191.7399425,559831897.3685063,504214745.3684674
LA,"(44,49]",637509.94,941.8604102266389,45to49,9160770.9,0.07170071196451559,0.05835748428397861,0.0689097619346068,0.06291777270924506,618645748.244061,503518145.6548161,594564964.07529,542865077.7529784
