stname,Younger (< 20),Working age (20-64),Older (65+),old_minus_workage
United States,13.309123548461471,9.380095154261554,32.26049097564524,22.880395821383686
California,15.844248909034462,9.570653638772058,35.31183729885706,25.741183660085
New Hampshire,1.7015739650874053,-6.244278609411126,33.18659237191255,39.43087098132368
New York,5.12436246545893,0.24768121870593518,17.97641267011778,17.728731451411846
Ohio,-0.4643069241401889,-4.071116318228178,16.597487903371942,20.66860422160012
Tennessee,12.525278708900146,9.966864242957655,30.21002501671117,20.243160773753516
Texas,33.32653453270859,31.15152138409499,57.687512231663675,26.535990847568684
